"gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000034675.17","Dbn1",4.10824637281888,21.3423516808833,7.95751344059264e-10,1.35669482997919e-06,13.2504509423338,"ENSMUSG00000034675",4514,"protein_coding",56320,8.26378577713472
"ENSMUSG00000063146.11","Clip2",3.27122230764854,21.1303886203909,8.79567073990895e-10,1.39248033056673e-06,13.1622116727142,"ENSMUSG00000063146",5187,"protein_coding",269713,8.3467578228815
"ENSMUSG00000049550.17","Clip1",4.32141713797714,20.9408055991695,9.62774082408746e-10,1.42259498416716e-06,13.0765355546209,"ENSMUSG00000049550",12388,"protein_coding",56430,8.66105609829112
"ENSMUSG00000064345.1","mt-Nd2",-2.67035575145163,-20.6613523660857,1.10157434956744e-09,1.45337477982445e-06,12.9424250711424,"ENSMUSG00000064345",1038,"protein_coding",17717,9.05161825651912
"ENSMUSG00000020321.15","Mdh1",-1.58288453663645,-20.4313480050242,1.23232275617113e-09,1.45337477982445e-06,12.8393452772794,"ENSMUSG00000020321",2567,"protein_coding",17449,9.65589018973919
"ENSMUSG00000067889.4","Sptbn2",4.45680421532934,20.4207011556713,1.23877363268684e-09,1.45337477982445e-06,12.8021763963612,"ENSMUSG00000067889",8251,"protein_coding",20743,11.639416059394
"ENSMUSG00000064370.1","mt-Cytb",-3.08825685294461,-20.2923009377406,1.31955348837223e-09,1.45337477982445e-06,12.764070716663,"ENSMUSG00000064370",1144,"protein_coding",17711,9.06796566341059
"ENSMUSG00000006307.16","Kmt2b",2.49016196610737,20.269716931614,1.33434960920757e-09,1.45337477982445e-06,12.5354139772971,"ENSMUSG00000006307",9596,"protein_coding",75410,6.51547484023063
"ENSMUSG00000018501.17","Ncor1",1.98393711631994,20.1492612904001,1.41640034112452e-09,1.45337477982445e-06,12.7023575102039,"ENSMUSG00000018501",12811,"protein_coding",20185,8.93450250540548
"ENSMUSG00000037736.18","Limch1",4.30274114973558,20.1123734041162,1.44262069825564e-09,1.45337477982445e-06,12.6822613106579,"ENSMUSG00000037736",10263,"protein_coding",77569,8.80177441724527
"ENSMUSG00000061751.15","Kalrn",3.1039233227163,19.8784506128654,1.62179520877481e-09,1.52037071291319e-06,12.5578728921751,"ENSMUSG00000061751",18660,"protein_coding",545156,9.90992575761633
"ENSMUSG00000061762.12","Tac1",-2.48019329670894,-19.8374570981633,1.65563583184299e-09,1.52037071291319e-06,12.3169489324502,"ENSMUSG00000061762",3399,"protein_coding",21333,6.72825282020041
"ENSMUSG00000051339.10","2900026A02Rik",3.29313018133111,19.7678184294798,1.71491011653266e-09,1.52037071291319e-06,12.2127085381742,"ENSMUSG00000051339",10814,"protein_coding",243219,6.18127262677239
"ENSMUSG00000037536.13","Fbxo34",4.07686901388059,19.565434226951,1.90077625711473e-09,1.61431377251335e-06,12.3286659577447,"ENSMUSG00000037536",3726,"protein_coding",78938,7.1748889835629
"ENSMUSG00000026207.16","Speg",2.21717924037365,19.4989693447454,1.96654357777749e-09,1.61431377251335e-06,12.1598299780419,"ENSMUSG00000026207",12741,"protein_coding",11790,6.3555879358871
"ENSMUSG00000015501.10","Hivep2",2.39132091996761,19.3867781639908,2.08328370109094e-09,1.64906785539213e-06,12.2954706537276,"ENSMUSG00000015501",13720,"protein_coding",15273,10.0453814183674
"ENSMUSG00000020483.14","Dynll2",-1.42930887863301,-19.2806617333244,2.20071793427736e-09,1.68195559639046e-06,12.2592287494621,"ENSMUSG00000020483",2736,"protein_coding",68097,8.63878531232394
"ENSMUSG00000024121.13","Atp6v0c",-3.77208205342412,-19.1746264554543,2.32534262656729e-09,1.71796313250791e-06,11.9730699234954,"ENSMUSG00000024121",3384,"protein_coding",11984,6.71192201639744
"ENSMUSG00000031007.2","Atp6ap2",-2.07529546858857,-19.0688597800519,2.45739229852035e-09,1.73901048376566e-06,12.1306045187689,"ENSMUSG00000031007",2618,"protein_coding",70495,8.17277844962309
"ENSMUSG00000071658.4","Gng3",-2.05378477552229,-19.0278735106229,2.51075327019045e-09,1.73901048376566e-06,11.9147420280949,"ENSMUSG00000071658",1699,"protein_coding",14704,6.48601074201602
"ENSMUSG00000022108.7","Itm2b",-1.39064967128164,-18.8988523678421,2.68718570371796e-09,1.80481163446075e-06,12.0487583619372,"ENSMUSG00000022108",1773,"protein_coding",16432,8.17080554048948
"ENSMUSG00000050148.9","Ubqln2",-1.4379519764168,-18.827467850087,2.79060305092895e-09,1.81914488296439e-06,12.005652917132,"ENSMUSG00000050148",3344,"protein_coding",54609,8.01833990797885
"ENSMUSG00000025658.16","Ksr2",1.63658523436759,18.7480546659437,2.9108006201627e-09,1.84328528415103e-06,11.9843132950797,"ENSMUSG00000025658",9267,"protein_coding",245684,8.67553996924977
"ENSMUSG00000048537.15","Phldb1",2.78700744891909,18.6493878232301,3.06810269275599e-09,1.85457376010504e-06,11.5102881995169,"ENSMUSG00000048537",7179,"protein_coding",102693,5.56870326590907
"ENSMUSG00000057738.13","Sptan1",4.33795576133774,18.632482623615,3.09597676971154e-09,1.85457376010504e-06,11.8213026544077,"ENSMUSG00000057738",13362,"protein_coding",20740,12.3776694436848
"ENSMUSG00000062929.7","Cfl2",-2.37143478439956,-18.5645746284732,3.21077388879616e-09,1.87272611766521e-06,11.6021669802079,"ENSMUSG00000062929",2940,"protein_coding",12632,6.0765876435037
"ENSMUSG00000031442.20","Mcf2l",1.98803236064225,18.2259965562215,3.85719985595216e-09,2.11794278492586e-06,11.6855390779617,"ENSMUSG00000031442",12760,"protein_coding",17207,7.49648074940465
"ENSMUSG00000032827.15","Ppp1r9a",4.69083357280377,18.2248073449265,3.85970759554577e-09,2.11794278492586e-06,11.6680797589727,"ENSMUSG00000032827",14531,"protein_coding",243725,10.5905721178083
"ENSMUSG00000068748.7","Ptprz1",1.8125178980096,18.1671360129397,3.98349055759673e-09,2.11794278492586e-06,11.6516664291814,"ENSMUSG00000068748",14245,"protein_coding",19283,7.45741551870987
"ENSMUSG00000029608.10","Rph3a",1.16591224899373,18.1534828996061,4.01342704236085e-09,2.11794278492586e-06,11.6637553630307,"ENSMUSG00000029608",4639,"protein_coding",19894,8.61683312940858
"ENSMUSG00000022421.18","Nptxr",1.60845901538967,17.9451124305452,4.50224254400246e-09,2.32064427314583e-06,11.5518297687552,"ENSMUSG00000022421",5169,"protein_coding",73340,8.27447613655407
"ENSMUSG00000031540.13","Kat6a",3.15813367077669,17.7935351643742,4.89872245777615e-09,2.46762010350342e-06,11.467424272777,"ENSMUSG00000031540",9180,"protein_coding",244349,7.96932256987904
"ENSMUSG00000071866.11","Ppia",-1.62973429693165,-17.6423242265597,5.33264433336267e-09,2.53664881878946e-06,11.3766316608311,"ENSMUSG00000071866",3508,"protein_coding",268373,8.05577740664354
"ENSMUSG00000019856.13","Fam184a",2.62339476934913,17.6403922722074,5.3384537228532e-09,2.53664881878946e-06,10.9871841400511,"ENSMUSG00000019856",4353,"protein_coding",75906,5.36123813250814
"ENSMUSG00000028837.8","Psmb2",-2.96984840206206,-17.5973122994378,5.46981179845782e-09,2.53664881878946e-06,10.6226540676742,"ENSMUSG00000028837",1204,"protein_coding",26445,4.64841484628263
"ENSMUSG00000003410.7","Elavl3",1.26425821977548,17.589646591419,5.49355456153645e-09,2.53664881878946e-06,11.3541026174966,"ENSMUSG00000003410",5027,"protein_coding",15571,8.1379894279058
"ENSMUSG00000030310.10","Slc6a1",-0.960905255734352,-17.3635771782259,6.24708451393161e-09,2.82572206462817e-06,11.1015090070467,"ENSMUSG00000030310",8486,"protein_coding",232333,10.7131740081359
"ENSMUSG00000027363.15","Usp8",1.76212696855798,17.1102563481848,7.22849512198476e-09,3.2042473176734e-06,11.0751778827357,"ENSMUSG00000027363",4193,"protein_coding",84092,7.4637307552901
"ENSMUSG00000018770.9","Atp5g3",-2.52299370350055,-17.0365327086621,7.54494311586024e-09,3.2789435141162e-06,10.9249208558174,"ENSMUSG00000018770",2181,"protein_coding",228033,6.56159661808676
"ENSMUSG00000022141.6","Nipbl",3.42988531018722,16.9440675365072,7.96345403324351e-09,3.39426913832325e-06,10.9792250191516,"ENSMUSG00000022141",8815,"protein_coding",71175,8.27188117350043
"ENSMUSG00000004366.3","Sst",-2.38273517996463,-16.8605094394885,8.36357273655757e-09,3.49755143647287e-06,10.9116341999935,"ENSMUSG00000004366",599,"protein_coding",20604,9.42835465633282
"ENSMUSG00000034584.3","Exph5",3.0752125505624,16.6223668382339,9.62977513050347e-09,3.95248770356443e-06,10.652155118089,"ENSMUSG00000034584",10519,"protein_coding",320051,6.00599019907735
"ENSMUSG00000007739.10","Cct4",-1.63370897556609,-16.5557267209889,1.00206425899033e-08,3.97247685373733e-06,10.6761357609154,"ENSMUSG00000007739",4201,"protein_coding",12464,6.54947030207684
"ENSMUSG00000003119.14","Cdk12",3.27236779243842,16.5433342716461,1.00952256540099e-08,3.97247685373733e-06,10.7443610678271,"ENSMUSG00000003119",11730,"protein_coding",69131,7.33998424641495
"ENSMUSG00000002028.12","Kmt2a",4.2930945164639,16.5139056937127,1.02747851627848e-08,3.97247685373733e-06,10.6972191921898,"ENSMUSG00000002028",16670,"protein_coding",214162,9.31769793919218
"ENSMUSG00000030516.14","Tjp1",2.25778741300973,16.4783098547376,1.04966594413057e-08,3.97247685373733e-06,10.7107215691153,"ENSMUSG00000030516",7811,"protein_coding",21872,7.68026419974936
"ENSMUSG00000037541.20","Shank2",3.7715574451488,16.4659957239202,1.05746315814159e-08,3.97247685373733e-06,10.6722878813452,"ENSMUSG00000037541",10597,"protein_coding",210274,9.0416350361336
"ENSMUSG00000022623.15","Shank3",2.36616009189631,16.3142945807958,1.1589004970853e-08,4.18287172779461e-06,10.6111444839502,"ENSMUSG00000022623",8896,"protein_coding",58234,7.82543059179146
"ENSMUSG00000019210.10","Atp6v1e1",-1.44626618719217,-16.2968129672939,1.17125789573385e-08,4.18287172779461e-06,10.6011251088125,"ENSMUSG00000019210",4110,"protein_coding",11973,8.22498061111853
"ENSMUSG00000041757.16","Plekha6",1.38414180515327,16.2566599873871,1.20019067640815e-08,4.18287172779461e-06,10.5542114303229,"ENSMUSG00000041757",12530,"protein_coding",240753,6.85304113433266
"ENSMUSG00000030654.9","Arl6ip1",-1.54211994010618,-16.2486698512741,1.20604086196269e-08,4.18287172779461e-06,10.5308222618575,"ENSMUSG00000030654",2482,"protein_coding",54208,6.85702508585162
"ENSMUSG00000033060.15","Lmo7",4.55310988611939,16.2462325827545,1.20783157633485e-08,4.18287172779461e-06,10.5560814382036,"ENSMUSG00000033060",11951,"protein_coding",380928,7.02361373099573
"ENSMUSG00000038453.16","Srcin1",1.6254974832963,16.1031198979826,1.31825898067541e-08,4.4950603150292e-06,10.4054889892794,"ENSMUSG00000038453",9558,"protein_coding",56013,9.45739014363665
"ENSMUSG00000038738.15","Shank1",1.96575771720633,16.0077536570605,1.39795741481621e-08,4.69459517302825e-06,10.323294677935,"ENSMUSG00000038738",10514,"protein_coding",243961,10.0182460030675
"ENSMUSG00000032330.6","Cox7a2",-2.48167900344946,-15.8743501938627,1.51842409606928e-08,5.02303756198202e-06,10.0142322697766,"ENSMUSG00000032330",754,"protein_coding",12866,5.11611508482071
"ENSMUSG00000033960.5","Jcad",2.67611598698621,15.7764914957351,1.61400775278814e-08,5.26071585776418e-06,10.2678033750598,"ENSMUSG00000033960",6730,"protein_coding",240185,6.82577974721898
"ENSMUSG00000028053.13","Ash1l",2.55741500151699,15.6185047550788,1.78251022670102e-08,5.71994265097978e-06,10.1139863663654,"ENSMUSG00000028053",14838,"protein_coding",192195,9.19660830776549
"ENSMUSG00000022263.9","Trio",3.29894967280589,15.597334820072,1.80651500437008e-08,5.71994265097978e-06,10.083270841814,"ENSMUSG00000022263",11494,"protein_coding",223435,9.84136523774266
"ENSMUSG00000028649.17","Macf1",3.64822180607456,15.5209458934152,1.8961182468307e-08,5.91473187254227e-06,9.98640778119773,"ENSMUSG00000028649",26689,"protein_coding",11426,10.8872473989177
"ENSMUSG00000010803.13","Gabra1",-1.24291425506588,-15.5000994989862,1.92140721360334e-08,5.91473187254227e-06,10.0029779850147,"ENSMUSG00000010803",7326,"protein_coding",14394,9.93549972149735
"ENSMUSG00000096929.7","A330023F24Rik",2.70506347567342,15.4530830269544,1.97980846247263e-08,6.01102394003335e-06,9.51555954025271,"ENSMUSG00000096929",9354,"processed_transcript",NA,4.49154333500594
"ENSMUSG00000046341.5","Gm11223",-4.99432681256911,-15.4115481483766,2.03301842121764e-08,6.05460090466003e-06,8.36895260900867,"ENSMUSG00000046341",450,"processed_pseudogene",NA,3.4027688835988
"ENSMUSG00000049775.16","Tmsb4x",-1.78594606368177,-15.3994609173259,2.04879564992557e-08,6.05460090466003e-06,10.0443030260648,"ENSMUSG00000049775",1371,"protein_coding",19241,7.44831119586892
"ENSMUSG00000034235.16","Usp54",1.81780059715099,15.3143288396228,2.16378441435425e-08,6.31027865259837e-06,9.84891209573723,"ENSMUSG00000034235",8921,"protein_coding",78787,5.59892002559065
"ENSMUSG00000031517.8","Gpm6a",-0.961558855680262,-15.2339496286716,2.27885824909801e-08,6.41173957117306e-06,9.82512357523547,"ENSMUSG00000031517",3215,"protein_coding",234267,9.89208043059155
"ENSMUSG00000031778.13","Cx3cl1",-1.22131400103225,-15.2101927106221,2.31413868624174e-08,6.41173957117306e-06,9.88565612724402,"ENSMUSG00000031778",3930,"protein_coding",20312,8.93941399272235
"ENSMUSG00000094910.1","D430019H16Rik",1.93358229630555,15.2028318791318,2.32519084491416e-08,6.41173957117306e-06,9.87264400291308,"ENSMUSG00000094910",5786,"protein_coding",268595,6.19449904519334
"ENSMUSG00000031626.17","Sorbs2",3.15497569102231,15.1957113654641,2.33593712559055e-08,6.41173957117306e-06,9.84806869288315,"ENSMUSG00000031626",27851,"protein_coding",234214,9.03517084318638
"ENSMUSG00000049807.16","Arhgap23",1.63574576082262,15.1909071672866,2.34321830565339e-08,6.41173957117306e-06,9.89967079759795,"ENSMUSG00000049807",6637,"protein_coding",58996,6.66147166578303
"ENSMUSG00000024953.16","Prdx5",-1.60846402926428,-15.1565100047332,2.3960810351229e-08,6.43064919215826e-06,9.80701083803436,"ENSMUSG00000024953",2139,"protein_coding",54683,6.02014391189527
"ENSMUSG00000022752.8","Tomm70a",-1.26352165237411,-15.1487688517569,2.40815684420292e-08,6.43064919215826e-06,9.88638690372634,"ENSMUSG00000022752",3778,"protein_coding",28185,7.63345067691533
"ENSMUSG00000020315.18","Sptbn1",3.8395816228587,15.1184429127977,2.45610895311318e-08,6.48061890914293e-06,9.63311851120988,"ENSMUSG00000020315",17492,"protein_coding",20742,12.3243368028748
"ENSMUSG00000021614.16","Vcan",2.5437196966446,15.0506354324539,2.56714974070029e-08,6.69391845328014e-06,9.49351319287687,"ENSMUSG00000021614",14462,"protein_coding",13003,4.89820867025266
"ENSMUSG00000064341.1","mt-Nd1",-2.3596896923963,-15.0318514231719,2.59887303525184e-08,6.69783976201416e-06,9.73338117873183,"ENSMUSG00000064341",957,"protein_coding",17716,9.60066538591569
"ENSMUSG00000041852.14","Tcf20",1.3336084149778,15.0128917764034,2.63132822342025e-08,6.70353548780304e-06,9.7748773822844,"ENSMUSG00000041852",7347,"protein_coding",21411,8.18459582072668
"ENSMUSG00000015143.14","Actn1",4.10157701107734,14.9901633990307,2.6708201533077e-08,6.72682475885362e-06,9.76979983042398,"ENSMUSG00000015143",3805,"protein_coding",109711,6.65848009583558
"ENSMUSG00000033943.15","Mga",1.36087742642068,14.9662816963178,2.713015598314e-08,6.75632333944175e-06,9.76353672149063,"ENSMUSG00000033943",15340,"protein_coding",29808,7.6464729975928
"ENSMUSG00000049612.10","Omg",-1.77940020958437,-14.9079616498417,2.81915472864734e-08,6.87233981643984e-06,9.70115363057872,"ENSMUSG00000049612",2228,"protein_coding",18377,6.57001643380731
"ENSMUSG00000029478.16","Ncor2",1.25001499418585,14.9066380072775,2.82161578819719e-08,6.87233981643984e-06,9.7086080206933,"ENSMUSG00000029478",10490,"protein_coding",20602,8.05606988758687
"ENSMUSG00000005716.16","Pvalb",-1.75439122225337,-14.7979142236668,3.03201957302763e-08,7.19542699192138e-06,9.64846565885349,"ENSMUSG00000005716",1041,"protein_coding",19293,6.94381690171194
"ENSMUSG00000040761.16","Spen",2.68794681805578,14.7892978279789,3.04941351552525e-08,7.19542699192138e-06,9.62860232117007,"ENSMUSG00000040761",14089,"protein_coding",56381,8.02520215242274
"ENSMUSG00000039218.16","Srrm2",0.800692313987775,14.7881884341633,3.05166096932237e-08,7.19542699192138e-06,9.52123220543638,"ENSMUSG00000039218",10982,"protein_coding",75956,9.60720539218829
"ENSMUSG00000021748.8","Pdhb",-1.77959242448988,-14.7058304000363,3.22367352454738e-08,7.46215719210157e-06,9.58475046583525,"ENSMUSG00000021748",1485,"protein_coding",68263,6.81349149423778
"ENSMUSG00000014956.15","Ppp1cb",-1.11182478206957,-14.7019108435986,3.23212006154914e-08,7.46215719210157e-06,9.58252528330173,"ENSMUSG00000014956",10913,"protein_coding",19046,8.08779498128849
"ENSMUSG00000097767.8","Miat",3.10679519136322,14.5812976375835,3.50424485507701e-08,8.00087597271166e-06,9.28283219155738,"ENSMUSG00000097767",9293,"lincRNA",NA,5.15628669314945
"ENSMUSG00000039477.16","Tnrc18",1.92114366097171,14.5671990821835,3.53765495996094e-08,8.00087597271166e-06,9.49987747403073,"ENSMUSG00000039477",12266,"protein_coding",231861,7.44776874685791
"ENSMUSG00000052459.13","Atp6v1a",-0.971133228964266,-14.5306372183458,3.62593151106409e-08,8.1176915162853e-06,9.37070342616297,"ENSMUSG00000052459",6044,"protein_coding",11964,9.55783828213033
"ENSMUSG00000064115.13","Cadm2",-1.46081788968919,-14.5013569334032,3.69836442434699e-08,8.11800430061656e-06,9.40479668863817,"ENSMUSG00000064115",9809,"protein_coding",239857,8.93772572160807
"ENSMUSG00000035569.17","Ankrd11",3.0747086445884,14.4985834823683,3.70530691511131e-08,8.11800430061656e-06,9.37682660573126,"ENSMUSG00000035569",16580,"protein_coding",77087,8.84377358048572
"ENSMUSG00000021268.17","Meg3",2.47885233282328,14.4864085498073,3.7359521686649e-08,8.11800430061656e-06,9.37274683973692,"ENSMUSG00000021268",18089,"lincRNA",17263,8.84703939497536
"ENSMUSG00000042700.15","Sipa1l1",1.66963625000749,14.468127102493,3.78248968967803e-08,8.13933024097318e-06,9.3757523180304,"ENSMUSG00000042700",7697,"protein_coding",217692,8.614227675936
"ENSMUSG00000063450.14","Syne2",3.81378918609126,14.4464117329485,3.83859391073673e-08,8.18063417668931e-06,9.3859507852531,"ENSMUSG00000063450",26726,"protein_coding",319565,6.14618205240463
"ENSMUSG00000025428.15","Atp5a1",-0.861648367690748,-14.4147803474942,3.92195176919243e-08,8.27867990594105e-06,9.26448439479472,"ENSMUSG00000025428",3135,"protein_coding",11946,9.80591232521193
"ENSMUSG00000032826.17","Ank2",3.49050070225812,14.3954966889017,3.97373950719836e-08,8.2886279247768e-06,9.13449752775845,"ENSMUSG00000032826",35004,"protein_coding",109676,12.0184447140296
"ENSMUSG00000045767.8","B230219D22Rik",-1.4128366979196,-14.3852879401448,4.00145816617541e-08,8.2886279247768e-06,9.37579194416899,"ENSMUSG00000045767",4651,"protein_coding",78521,6.8172117137841
"ENSMUSG00000071862.2","Lrrtm2",-1.33280097517652,-14.2811872954234,4.29649861443011e-08,8.81736993428046e-06,9.31092999556793,"ENSMUSG00000071862",5665,"protein_coding",107065,7.02035346720154
"ENSMUSG00000026554.15","Dcaf8",1.56182305715499,14.2375166808526,4.42728081657194e-08,8.91489880723396e-06,9.28244637967202,"ENSMUSG00000026554",12996,"protein_coding",98193,7.0161128678161
"ENSMUSG00000047485.6","Klhl34",1.78687563616141,14.2297003593611,4.451144638535e-08,8.91489880723396e-06,9.18866035358448,"ENSMUSG00000047485",1935,"protein_coding",245683,5.59627997980781
"ENSMUSG00000041688.16","Amot",3.35497519427347,14.2252842670599,4.4646894405476e-08,8.91489880723396e-06,9.14340197273128,"ENSMUSG00000041688",8402,"protein_coding",27494,5.45377359393167
"ENSMUSG00000106106.2","",-9.24379701937654,-14.1885396330663,4.57915371742951e-08,9.0618181243846e-06,9.1342584838737,"ENSMUSG00000106106",2466,"rRNA",NA,11.975304008061
"ENSMUSG00000073131.12","Vma21",-1.86889783412402,-14.1708702971844,4.63533490118648e-08,9.09181971238029e-06,9.14723077826624,"ENSMUSG00000073131",7303,"protein_coding",67048,5.63546158481806
"ENSMUSG00000025362.5","Rps26",-2.87353526563856,-14.1476050442399,4.71046104891961e-08,9.15812795511002e-06,8.77726361388675,"ENSMUSG00000025362",447,"protein_coding",27370,4.32332979894536
"ENSMUSG00000026131.18","Dst",3.71908736657056,14.1184091632426,4.80662688812752e-08,9.21597377883777e-06,8.97107831729244,"ENSMUSG00000026131",41155,"protein_coding",13518,11.4899244709515
"ENSMUSG00000021893.13","Capn7",2.00129355814311,14.1133896047992,4.82337555651138e-08,9.21597377883777e-06,9.18026912071202,"ENSMUSG00000021893",4733,"protein_coding",12339,6.25151351263112
"ENSMUSG00000045103.17","Dmd",3.2887507491112,14.0467390119708,5.05192010326479e-08,9.57015018536418e-06,9.11312565733868,"ENSMUSG00000045103",23801,"protein_coding",13405,8.00970203646846
"ENSMUSG00000059213.6","Ddn",1.61043307534042,14.0054284189797,5.19949991665197e-08,9.76624713158256e-06,9.05758513679427,"ENSMUSG00000059213",3740,"protein_coding",13199,8.46306185676051
"ENSMUSG00000025781.14","Atp5c1",-1.68393494653829,-13.9743750456341,5.31353835530614e-08,9.89279047280017e-06,9.09824777202462,"ENSMUSG00000025781",1908,"protein_coding",11949,7.56693452903337
"ENSMUSG00000002265.16","Peg3",3.06522173622193,13.9629608294525,5.35613994196003e-08,9.89279047280017e-06,8.90446710270314,"ENSMUSG00000002265",13324,"protein_coding",18616,10.5010804692629
"ENSMUSG00000044288.6","Cnr1",-1.19259842964046,-13.7285232251772,6.31915067827649e-08,1.15750128622579e-05,8.91725245188255,"ENSMUSG00000044288",6444,"protein_coding",12801,7.71289808022705
"ENSMUSG00000022443.16","Myh9",3.02332995896045,13.6771836035659,6.55438527883457e-08,1.19074914196795e-05,8.88168358161366,"ENSMUSG00000022443",12928,"protein_coding",17886,7.36105559327938
"ENSMUSG00000100210.1","Hist1h3f",-9.0679751944765,-13.6093498556318,6.87998964233421e-08,1.23974057262354e-05,2.09382853480738,"ENSMUSG00000100210",848,"protein_coding",260423,-0.0868535871032416
"ENSMUSG00000003411.10","Rab3b",-1.16364046778754,-13.5803565013429,7.02451556000477e-08,1.25557550703182e-05,8.79401744395238,"ENSMUSG00000003411",3524,"protein_coding",69908,8.09234781933305
"ENSMUSG00000093674.7","Rpl41",-2.77657975451648,-13.5461032910746,7.19955040075511e-08,1.27656668065869e-05,8.6189030388558,"ENSMUSG00000093674",1168,"protein_coding",67945,4.97231984157713
"ENSMUSG00000028234.6","Rps20",-2.26565247652053,-13.5174329622444,7.3497230619474e-08,1.29285128527779e-05,8.49632338767336,"ENSMUSG00000028234",4080,"protein_coding",67427,4.4956139556612
"ENSMUSG00000086324.8","Gm15564",-6.79191458662297,-13.5003030595414,7.44107914778417e-08,1.29665231806871e-05,8.58115327361208,"ENSMUSG00000086324",821,"antisense",NA,6.30481408712454
"ENSMUSG00000021767.16","Kat6b",1.77126460715167,13.4915318721204,7.48833679447727e-08,1.29665231806871e-05,8.76046570363334,"ENSMUSG00000021767",16826,"protein_coding",54169,6.91172012669326
"ENSMUSG00000063077.14","Kif1b",1.42233561852898,13.4011780285986,7.99470105069688e-08,1.37360119447787e-05,8.42855749795102,"ENSMUSG00000063077",17608,"protein_coding",16561,10.8270367204142
"ENSMUSG00000073616.10","Cops9",-2.84191639774988,-13.363785026383,8.21510509516171e-08,1.40061222560895e-05,7.99217411432218,"ENSMUSG00000073616",1499,"protein_coding",66915,3.63690700983223
"ENSMUSG00000022272.17","Myo10",2.93215044919853,13.3213861274293,8.47307864410515e-08,1.41907305772273e-05,8.57819752621138,"ENSMUSG00000022272",10122,"protein_coding",17909,5.57094629141168
"ENSMUSG00000029505.17","Ep400",0.992974424539903,13.3162674882019,8.50481671546564e-08,1.41907305772273e-05,8.60590848228444,"ENSMUSG00000029505",13971,"protein_coding",75560,7.6527068767686
"ENSMUSG00000048578.11","Mlec",1.26970499042317,13.3064648208985,8.56596121703833e-08,1.41907305772273e-05,8.62514709208505,"ENSMUSG00000048578",6007,"protein_coding",109154,6.95729531630869
"ENSMUSG00000051098.5","Mblac2",-1.61121796549277,-13.3043064103446,8.57948879872073e-08,1.41907305772273e-05,8.60243713875734,"ENSMUSG00000051098",3881,"protein_coding",72852,5.97075996765875
"ENSMUSG00000022433.18","Csnk1e",1.40085280119224,13.2579369254941,8.87581414294377e-08,1.45721144195708e-05,8.59215034067232,"ENSMUSG00000022433",6406,"protein_coding",27373,6.35939153929088
"ENSMUSG00000061482.6","Hist1h4d",-4.93745727105799,-13.2145881497247,9.16297124776085e-08,1.47587253830755e-05,7.44185199757591,"ENSMUSG00000061482",393,"protein_coding",319156,3.46322870443027
