"Direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"-1","GO:0034703","cation channel complex","17/266","172/13738",3.88336118040528e-08,1.74196487235323e-06,1.36063632336005e-06,"Gria4/Gria1/Shisa7/Kcnc1/Vwc2/Cacng2/Kcnc2/Grin2b/Nos1ap/Cacng8/Dlg2/Scn3b/Kcnmb2/Dpp6/Cntnap2/Gria3/Kcnk2",17,"CC"
"-1","GO:0043195","terminal bouton","13/266","100/13738",6.36615367556544e-08,2.49871531765944e-06,1.95172869264046e-06,"Calb1/Gria4/Ntrk2/Syt1/Kcnc2/L1cam/Syt11/Grin2b/Pvalb/Dpysl2/App/Sv2a/Gria3",13,"CC"
"-1","GO:0045211","postsynaptic membrane","19/266","226/13738",8.36692470902717e-08,2.91912706514948e-06,2.28010930667056e-06,"Pcdh8/Gria4/Gria1/Ntrk2/Gabbr2/Cacng2/Kcnc2/Lrrtm2/Oprd1/Dlgap2/Clstn3/Grin2b/Cacng8/Bcr/Dlg2/Dlgap1/Clstn1/Neto1/Gria3",19,"CC"
"-1","GO:0014069","postsynaptic density","19/266","230/13738",1.10485185516082e-07,3.37752374754436e-06,2.63815968212483e-06,"Erbb4/Gria4/Gria1/Ntrk2/Cacng2/Clstn3/Syt11/Adgrb1/Grin2b/Akap5/Camk2g/Cacng8/Bcr/Dlg2/Map4/Dlgap1/Clstn1/Neto1/Gria3",19,"CC"
"-1","GO:0099572","postsynaptic specialization","19/266","231/13738",1.18320895614611e-07,3.37752374754436e-06,2.63815968212483e-06,"Erbb4/Gria4/Gria1/Ntrk2/Cacng2/Clstn3/Syt11/Adgrb1/Grin2b/Akap5/Camk2g/Cacng8/Bcr/Dlg2/Map4/Dlgap1/Clstn1/Neto1/Gria3",19,"CC"
"-1","GO:0098793","presynapse","23/266","333/13738",1.35129547065451e-07,3.502025278041e-06,2.73540693859723e-06,"Calb1/Gria4/Gria1/Rab3b/Ntrk2/Rab27b/Syt1/Kcnc2/Oprd1/Hap1/L1cam/Slc9a6/Syt11/Syngr3/Grin2b/Pvalb/Crhr2/Dpysl2/App/Synj2/Sv2a/Gria3/Kcnk2",23,"CC"
"-1","GO:0032279","asymmetric synapse","19/266","234/13738",1.44988307689596e-07,3.502025278041e-06,2.73540693859723e-06,"Erbb4/Gria4/Gria1/Ntrk2/Cacng2/Clstn3/Syt11/Adgrb1/Grin2b/Akap5/Camk2g/Cacng8/Bcr/Dlg2/Map4/Dlgap1/Clstn1/Neto1/Gria3",19,"CC"
"-1","GO:0098984","neuron to neuron synapse","19/266","236/13738",1.65714907601579e-07,3.71674864192112e-06,2.90312582489984e-06,"Erbb4/Gria4/Gria1/Ntrk2/Cacng2/Clstn3/Syt11/Adgrb1/Grin2b/Akap5/Camk2g/Cacng8/Bcr/Dlg2/Map4/Dlgap1/Clstn1/Neto1/Gria3",19,"CC"
"-1","GO:0043235","receptor complex","19/266","246/13738",3.16298142366379e-07,6.62117444686953e-06,5.17175208220114e-06,"Ntrk3/Erbb4/Gria4/Gria1/Ntrk2/Shisa7/Gabbr2/Vwc2/Cacng2/Adcyap1r1/Grin2b/Nos1ap/Tgfbr2/Cacng8/Dlg2/App/Gfra1/Lrp1/Gria3",19,"CC"
"-1","GO:0008328","ionotropic glutamate receptor complex","9/266","50/13738",4.18196351899525e-07,8.20710340602819e-06,6.41050986793352e-06,"Gria4/Gria1/Shisa7/Vwc2/Cacng2/Grin2b/Cacng8/Dlg2/Gria3",9,"CC"
"-1","GO:0098878","neurotransmitter receptor complex","9/266","51/13738",4.99295648116089e-07,9.22228432402659e-06,7.20346043412067e-06,"Gria4/Gria1/Shisa7/Vwc2/Cacng2/Grin2b/Cacng8/Dlg2/Gria3",9,"CC"
"1","GO:0098793","presynapse","18/156","333/13738",4.2869669824646e-08,9.64567571054535e-06,8.21292621903745e-06,"Sv2c/Cnr1/Pnoc/Bdnf/Hip1/Rph3a/Kcnip3/Gad1/Cplx2/Anxa5/Ache/Pdyn/Adcyap1/Rims1/Slc6a17/Kcna4/Snap25/Sept3",18,"CC"
"-1","GO:0060076","excitatory synapse","8/266","39/13738",6.50418402239385e-07,1.13461876835093e-05,8.86242618256004e-06,"Gria1/Ntrk2/Elfn1/Syt1/Lrrtm2/Syt11/Akap5/Neto1",8,"CC"
"-1","GO:0007186","G-protein coupled receptor signaling pathway","30/261","492/13584",2.17064935605555e-08,1.28426346051877e-05,1.10265382922847e-05,"Tac1/Gpr83/Prkacb/Nsg2/Gabbr2/Alk/Abca1/Cartpt/Rgs17/Gpr176/Oprd1/Iqgap2/Adcy2/Adgra1/Grpr/Adcyap1r1/Nmbr/Adgrb1/Adgrb3/Gnal/Crhr2/Agtr1a/Pcsk1n/Frmpd1/Baiap3/Cxcr4/Lrp1/Adra1d/Htr2c/Kcnk2",30,"BP"
"-1","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","15/261","129/13584",2.54561637367448e-08,1.28426346051877e-05,1.10265382922847e-05,"Dchs1/Lgals1/Robo1/Pcdh8/Pcdh1/Kirrel3/Pcdh19/L1cam/Ptprt/Clstn3/Tgfbr2/Unc5d/Ptprd/Clstn1/Cldn1",15,"BP"
"1","GO:0010975","regulation of neuron projection development","23/156","484/13584",6.98485705928222e-09,1.57438678116221e-05,1.45064452399619e-05,"Cnr1/Sfrp2/Bdnf/Reln/Mapk6/Eif4g2/Chodl/Ndnf/Serpine2/Rit2/Ache/Adcyap1/Nrg1/Rims1/Sema7a/Fat3/Asap1/Dscam/Ifrd1/Snap25/Zfp365/Stmn2/Ptn",23,"BP"
"-1","GO:0004888","transmembrane signaling receptor activity","30/261","499/13545",3.17660698440029e-08,1.62642277601295e-05,1.42780124456729e-05,"Gpr83/Ntrk3/Erbb4/Robo1/Gria4/Gria1/Ntrk2/Gabbr2/Alk/Abca1/Plxna4/Gpr176/Oprd1/Adgra1/Grpr/Adcyap1r1/Nmbr/Adgrb1/Adgrb3/Dcc/Grin2b/Crhr2/Agtr1a/Tgfbr2/Frzb/Cxcr4/Adra1d/Gria3/Il1rapl2/Htr2c",30,"MF"
"-1","GO:1902495","transmembrane transporter complex","18/266","242/13738",1.12887552583771e-06,1.86561534270021e-05,1.45721882282652e-05,"Gria4/Gria1/Shisa7/Kcnc1/Vwc2/Cacng2/Kcnc2/Grin2b/Nos1ap/Atp1a3/Cacng8/Dlg2/Scn3b/Kcnmb2/Dpp6/Cntnap2/Gria3/Kcnk2",18,"CC"
"-1","GO:0032281","AMPA glutamate receptor complex","7/266","30/13738",1.31124382944207e-06,2.05865281222405e-05,1.60799901189475e-05,"Gria4/Gria1/Shisa7/Vwc2/Cacng2/Cacng8/Gria3",7,"CC"
"-1","GO:1990351","transporter complex","18/266","248/13738",1.60685377069042e-06,2.29613313320763e-05,1.79349319489567e-05,"Gria4/Gria1/Shisa7/Kcnc1/Vwc2/Cacng2/Kcnc2/Grin2b/Nos1ap/Atp1a3/Cacng8/Dlg2/Scn3b/Kcnmb2/Dpp6/Cntnap2/Gria3/Kcnk2",18,"CC"
"-1","GO:0034702","ion channel complex","17/266","223/13738",1.60875569842573e-06,2.29613313320763e-05,1.79349319489567e-05,"Gria4/Gria1/Shisa7/Kcnc1/Vwc2/Cacng2/Kcnc2/Grin2b/Nos1ap/Cacng8/Dlg2/Scn3b/Kcnmb2/Dpp6/Cntnap2/Gria3/Kcnk2",17,"CC"
"-1","GO:0007416","synapse assembly","15/261","143/13584",1.02364304773494e-07,4.42652500784811e-05,3.80056343587606e-05,"Ntrk3/Ntrk2/Kirrel3/Lrrtm2/Slitrk2/Clstn3/Adgrb1/Adgrb3/Gpm6a/Pcdh17/Slitrk1/Ptprd/App/Clstn1/Mef2c",15,"BP"
"-1","GO:0051952","regulation of amine transport","11/261","74/13584",1.53053003038414e-07,5.791143002466e-05,4.97220874344532e-05,"Slc6a1/Rab3b/Syt1/Cartpt/Abat/Ptgs1/Grin2b/Crhr2/Dpysl2/Sv2a/Htr2c",11,"BP"
"-1","GO:0007409","axonogenesis","24/261","371/13584",2.07396576054809e-07,6.39872666925437e-05,5.49387308830666e-05,"Ntrk3/Robo1/Ntrk2/Tnr/Myo5b/Zeb2/Matn2/Plxna4/Fez1/Chl1/Slit1/L1cam/Slc9a6/Slitrk2/Dcc/Lrrn2/Efnb3/Unc5d/Slitrk1/Dpysl2/Tubb2b/Pak3/App/Cxcr4",24,"BP"
"-1","GO:0061564","axon development","25/261","400/13584",2.20108827640952e-07,6.39872666925437e-05,5.49387308830666e-05,"Ntrk3/Robo1/Ntrk2/Tnr/Myo5b/Zeb2/Matn2/Plxna4/Fez1/Chl1/Slit1/L1cam/Slc9a6/Slitrk2/Dcc/Lrrn2/Efnb3/Unc5d/Slitrk1/Dpysl2/Tubb2b/Jun/Pak3/App/Cxcr4",25,"BP"
"-1","GO:0015837","amine transport","11/261","77/13584",2.32527232777661e-07,6.39872666925437e-05,5.49387308830666e-05,"Slc6a1/Rab3b/Syt1/Cartpt/Abat/Ptgs1/Grin2b/Crhr2/Dpysl2/Sv2a/Htr2c",11,"BP"
"-1","GO:0032589","neuron projection membrane","8/266","51/13738",5.50626707029121e-06,7.517251565528e-05,5.8716715211801e-05,"Robo1/Gria1/Kcnc1/Kcnc2/Oprd1/Akap5/Cntnap2/Ripor2",8,"CC"
"-1","GO:0007611","learning or memory","18/261","231/13584",5.09451465631611e-07,0.00011854178938784,0.000101778616312339,"Calb1/Tac1/Slc6a1/Gria1/Ntrk2/Tnr/Ptgs1/Grpr/Adgrb3/Grin2b/Atp1a3/Shc3/Jun/Lamb1/App/Neto1/Cntnap2/Mef2c",18,"BP"
"-1","GO:0030534","adult behavior","14/261","141/13584",5.42311768476751e-07,0.00011854178938784,0.000101778616312339,"Alk/Cartpt/Chl1/Abat/Oprd1/Oxr1/Atp1a3/Efnb3/Pcdh17/Slitrk1/App/Sez6l2/Cntnap2/Htr2c",14,"BP"
"-1","GO:0050890","cognition","19/261","257/13584",5.48260671103325e-07,0.00011854178938784,0.000101778616312339,"Calb1/Tac1/Slc6a1/Gria1/Ntrk2/Tnr/Chl1/Ptgs1/Grpr/Adgrb3/Grin2b/Atp1a3/Shc3/Jun/Lamb1/App/Neto1/Cntnap2/Mef2c",19,"BP"
"-1","GO:0051963","regulation of synapse assembly","11/261","85/13584",6.48313877666062e-07,0.000128272959166782,0.000110133686708322,"Ntrk3/Ntrk2/Lrrtm2/Slitrk2/Clstn3/Adgrb1/Adgrb3/Slitrk1/Ptprd/Clstn1/Mef2c",11,"BP"
"-1","GO:0010975","regulation of neuron projection development","27/261","484/13584",6.78020266491086e-07,0.000128272959166782,0.000110133686708322,"Ntrk3/Trpc6/Lgals1/Robo1/Ntrk2/Syt1/Tnr/Myo5b/Zeb2/Plxna4/Fez1/Slit1/Hap1/L1cam/Cit/Adgrb3/Dcc/Akap5/Efnb3/Tmem106b/Slitrk1/Dpysl2/Tubb2b/Pak3/Ptprd/Lrp1/Mef2c",27,"BP"
"-1","GO:0051965","positive regulation of synapse assembly","10/261","70/13584",8.30922027454114e-07,0.000147952998653153,0.000127030742153821,"Ntrk3/Ntrk2/Lrrtm2/Slitrk2/Clstn3/Adgrb1/Adgrb3/Slitrk1/Ptprd/Clstn1",10,"BP"
"-1","GO:0043270","positive regulation of ion transport","17/261","218/13584",1.05293643068484e-06,0.000177068809760168,0.000152029242535724,"Trpc6/Slc6a1/Rab3b/Kcnc1/Kcnc2/Abat/Hap1/Adcyap1r1/Grin2b/Akap5/Crhr2/Creb3/Dpysl2/Scn3b/Cxcr4/Dpp6/Htr2c",17,"BP"
"-1","GO:0007411","axon guidance","14/261","152/13584",1.35202699932101e-06,0.000215399248786563,0.000184939316416818,"Robo1/Matn2/Plxna4/Fez1/Chl1/Slit1/L1cam/Dcc/Efnb3/Unc5d/Dpysl2/Tubb2b/App/Cxcr4",14,"BP"
"-1","GO:0097485","neuron projection guidance","14/261","154/13584",1.58203479882304e-06,0.000232050469607809,0.000199235863008948,"Robo1/Matn2/Plxna4/Fez1/Chl1/Slit1/L1cam/Dcc/Efnb3/Unc5d/Dpysl2/Tubb2b/App/Cxcr4",14,"BP"
"-1","GO:0010769","regulation of cell morphogenesis involved in differentiation","19/261","276/13584",1.60986450669441e-06,0.000232050469607809,0.000199235863008948,"Ntrk3/Trpc6/Robo1/Ntrk2/Tnr/Myo5b/Zeb2/Plxna4/Slit1/L1cam/Cit/Adgrb3/Akap5/Efnb3/Slitrk1/Dpysl2/Tubb2b/Pak3/Ptprd",19,"BP"
"-1","GO:0050803","regulation of synapse structure or activity","13/261","136/13584",2.13588021544833e-06,0.000293877700552822,0.000252320012054637,"Ntrk3/Ntrk2/Lrrtm2/Slitrk2/Clstn3/Adgrb1/Adgrb3/Etv5/Slitrk1/Ptprd/App/Clstn1/Mef2c",13,"BP"
"1","GO:0010976","positive regulation of neuron projection development","16/156","294/13584",2.68363880371169e-07,0.000302446093178307,0.000278674703143324,"Cnr1/Bdnf/Reln/Mapk6/Eif4g2/Ndnf/Serpine2/Rit2/Ache/Adcyap1/Nrg1/Rims1/Sema7a/Dscam/Stmn2/Ptn",16,"BP"
"-1","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","10/261","78/13584",2.30310054044656e-06,0.000303108058083989,0.000260245090817509,"Dchs1/Robo1/Pcdh8/Pcdh1/Kirrel3/Pcdh19/L1cam/Ptprt/Clstn3/Clstn1",10,"BP"
"-1","GO:0034705","potassium channel complex","9/266","81/13738",2.58090319885194e-05,0.000337668168516462,0.000263750195321273,"Gria4/Kcnc1/Kcnc2/Nos1ap/Dlg2/Kcnmb2/Dpp6/Cntnap2/Kcnk2",9,"CC"
"-1","GO:0050770","regulation of axonogenesis","14/261","165/13584",3.59128195468417e-06,0.000452950436534541,0.000388898032724352,"Ntrk3/Robo1/Ntrk2/Tnr/Myo5b/Zeb2/Plxna4/Slit1/L1cam/Efnb3/Slitrk1/Dpysl2/Tubb2b/Pak3",14,"BP"
"-1","GO:0001764","neuron migration","13/261","146/13584",4.72389603713002e-06,0.000571969332175703,0.000491086286975748,"Ntrk3/Erbb4/Ntrk2/Matn2/Kirrel3/Chl1/Dcc/Astn1/Gpm6a/Unc5d/Tubb2b/Cxcr4/Mef2c",13,"BP"
"1","GO:0045666","positive regulation of neuron differentiation","17/156","363/13584",9.23256518343826e-07,0.000693673397448994,0.000639152670418375,"Cnr1/Bdnf/Reln/Mapk6/Eif4g2/Ndnf/Serpine2/Rit2/Ache/Adcyap1/Nrg1/Rims1/Sema7a/Vwc2l/Dscam/Stmn2/Ptn",17,"BP"
"-1","GO:0098802","plasma membrane receptor complex","11/266","134/13738",5.85499939240995e-05,0.00073538792368669,0.000574406256181692,"Gria4/Gria1/Shisa7/Gabbr2/Vwc2/Cacng2/Grin2b/Nos1ap/Cacng8/Dlg2/Gria3",11,"CC"
"-1","GO:0045666","positive regulation of neuron differentiation","21/261","363/13584",7.16306460064837e-06,0.000833946021006254,0.000716016457449426,"Ntrk3/Trpc6/Robo1/Ntrk2/Syt1/Vwc2/Myo5b/Zeb2/Fez1/Hap1/L1cam/Etv5/Dcc/Akap5/Tmem106b/Slitrk1/Tcf4/Tubb2b/Pak3/Ptprd/Mef2c",21,"BP"
"-1","GO:0050807","regulation of synapse organization","12/261","130/13584",7.59757210143819e-06,0.000846617699719557,0.000726896214980122,"Ntrk3/Ntrk2/Lrrtm2/Slitrk2/Clstn3/Adgrb1/Adgrb3/Etv5/Slitrk1/Ptprd/Clstn1/Mef2c",12,"BP"
"-1","GO:0019932","second-messenger-mediated signaling","15/261","201/13584",7.84737556074746e-06,0.000846617699719557,0.000726896214980122,"Ntrk2/Gucy1a3/Kcnc2/Hap1/L1cam/Adcy2/Adcyap1r1/Gnal/Crhr2/Agtr1a/Selenon/Cxcr4/Adra1d/Htr2c/Eif2ak3",15,"BP"
"-1","GO:0051954","positive regulation of amine transport","7/261","39/13584",8.11097234617349e-06,0.000846617699719557,0.000726896214980122,"Slc6a1/Rab3b/Cartpt/Abat/Grin2b/Dpysl2/Htr2c",7,"BP"
"-1","GO:0044309","neuron spine","12/266","162/13738",7.42371005673439e-05,0.000896555753005615,0.000700293296849844,"Calb1/Gria4/Gria1/Ntrk2/Myo5b/Slc9a6/Ppp1cc/Syt11/Grin2b/Akap5/Atp1a3/Gria3",12,"CC"
"-1","GO:0048167","regulation of synaptic plasticity","14/261","179/13584",9.25551293416602e-06,0.000933881255057351,0.000801819699454593,"Calb1/Rasgrf2/Gria1/Ntrk2/Shisa7/Tnr/Lrrtm2/Vgf/Adgrb1/Grin2b/Crhr2/App/Neto1/Mef2c",14,"BP"
"-1","GO:0008076","voltage-gated potassium channel complex","8/266","74/13738",8.87761686240824e-05,0.00103243396103563,0.000806426794908819,"Kcnc1/Kcnc2/Nos1ap/Dlg2/Kcnmb2/Dpp6/Cntnap2/Kcnk2",8,"CC"
"1","GO:0042734","presynaptic membrane","7/156","66/13738",9.44950997379896e-06,0.00106306987205238,0.0009051635869639,"Cnr1/Hip1/Ache/Rims1/Kcna4/Snap25/Sept3",7,"CC"
"-1","GO:0060560","developmental growth involved in morphogenesis","15/261","215/13584",1.75761419050168e-05,0.00171622521117696,0.00147353121777543,"Ntrk3/Robo1/Syt1/Tnr/Myo5b/Zeb2/Plxna4/Slit1/L1cam/Slc9a6/Spry2/Tgfbr2/Dpysl2/App/Cyfip2",15,"BP"
"-1","GO:0098839","postsynaptic density membrane","4/266","15/13738",0.000158513167636586,0.00177761195135315,0.00138848000223025,"Gria1/Cacng2/Grin2b/Neto1",4,"CC"
"-1","GO:0050769","positive regulation of neurogenesis","23/261","450/13584",1.96076236140978e-05,0.00184213621931297,0.00158163696050762,"Ntrk3/Trpc6/Robo1/Ntrk2/Syt1/Vwc2/Myo5b/Zeb2/Fez1/Hap1/L1cam/Etv5/Dcc/Akap5/Tmem106b/Slitrk1/Tcf4/Tubb2b/Pak3/Ptprd/Cxcr4/Ace/Mef2c",23,"BP"
"-1","GO:0007612","learning","12/261","143/13584",2.00827536297747e-05,0.00184213621931297,0.00158163696050762,"Tac1/Slc6a1/Ntrk2/Tnr/Ptgs1/Adgrb3/Grin2b/Atp1a3/Jun/App/Neto1/Cntnap2",12,"BP"
"1","GO:0030424","axon","17/156","471/13738",2.5315901993467e-05,0.00189869264951002,0.00161666461853017,"Cnr1/Bdnf/Reln/Kcnip3/Gad1/Eif4g2/Cplx2/Ache/Adcyap1/Nrg1/Dscam/Kcna4/Snap25/Ttyh1/Nefh/Dtna/Kcnj6",17,"CC"
"-1","GO:0006816","calcium ion transport","18/261","304/13584",2.41159062688467e-05,0.00214702494928821,0.00184341091572082,"Trpc6/Slc24a3/Ubash3b/Cacng2/Oprd1/Hap1/Adcyap1r1/Grin2b/Akap5/Crhr2/Camk2g/Nos1ap/Cacng8/Creb3/Selenon/Cxcr4/Ace/Htr2c",18,"BP"
"-1","GO:0014052","regulation of gamma-aminobutyric acid secretion","4/261","10/13584",2.55352037402372e-05,0.00220843033490566,0.00189613287322243,"Slc6a1/Abat/Sv2a/Htr2c",4,"BP"
"-1","GO:0015850","organic hydroxy compound transport","12/261","147/13584",2.64787338122513e-05,0.00222642020138013,0.00191157876556867,"Tac1/Spp1/Rab3b/Abca1/Syt1/Rbp4/Cartpt/Abat/Ptgs1/Crhr2/Agtr1a/Lrp1",12,"BP"
"-1","GO:0019233","sensory perception of pain","10/261","103/13584",2.83510283588098e-05,0.00224500289821717,0.00192753365524254,"Tac1/Oprd1/Ptgs1/Grin2b/Crhr2/Dlg2/Cxcr4/Ace/Mapk3/Htr2c",10,"BP"
"-1","GO:0006874","cellular calcium ion homeostasis","18/261","308/13584",2.86851278086465e-05,0.00224500289821717,0.00192753365524254,"Calb1/Tac1/Trpc6/Slc24a3/Ubash3b/Hap1/Adcyap1r1/Grin2b/Akap5/Pvalb/Agtr1a/App/Selenon/Clstn1/Adra1d/Sv2a/Atp13a3/Htr2c",18,"BP"
"-1","GO:0007626","locomotory behavior","14/261","198/13584",2.89247152396663e-05,0.00224500289821717,0.00192753365524254,"Calb1/Alk/Tnr/Chl1/Abat/Oprd1/Oxr1/Etv5/Astn1/Atp1a3/Efnb3/App/Sez6l2/Htr2c",14,"BP"
"-1","GO:0099634","postsynaptic specialization membrane","4/266","16/13738",0.000208146563297839,0.0022537248577766,0.0017603683937712,"Gria1/Cacng2/Grin2b/Neto1",4,"CC"
"1","GO:0050769","positive regulation of neurogenesis","18/156","450/13584",4.1084514813116e-06,0.00231511240971909,0.00213315125595468,"Cnr1/Bdnf/Reln/Mapk6/Eif4g2/Ndnf/Serpine2/Rit2/Ache/Adcyap1/Nrg1/Rims1/Sema7a/Vwc2l/Dscam/Zfp365/Stmn2/Ptn",18,"BP"
"-1","GO:0051957","positive regulation of amino acid transport","5/261","20/13584",3.08478812291447e-05,0.00233441341201552,0.00200430049354627,"Slc6a1/Abat/Grin2b/Dpysl2/Htr2c",5,"BP"
"-1","GO:0051955","regulation of amino acid transport","6/261","33/13584",3.40259611683207e-05,0.00246247201770809,0.00211425013882818,"Slc6a1/Abat/Grin2b/Dpysl2/Sv2a/Htr2c",6,"BP"
"-1","GO:0048588","developmental cell growth","14/261","201/13584",3.4167104309131e-05,0.00246247201770809,0.00211425013882818,"Ntrk3/Syt1/Tnr/Myo5b/Zeb2/Plxna4/Slit1/L1cam/Slc9a6/Tgfbr2/Dpysl2/Prmt2/App/Cyfip2",14,"BP"
"1","GO:0034702","ion channel complex","11/156","223/13738",4.77165752872707e-05,0.00268405735990898,0.00228537281639033,"Olfm3/Kcnip3/Dpp10/Nrn1/Clic4/Vwc2l/Kcna4/Snap25/Ttyh1/Chrna6/Kcnip2",11,"CC"
"-1","GO:0043197","dendritic spine","11/266","159/13738",0.000268966835381242,0.00281518621032367,0.00219892184715191,"Calb1/Gria4/Gria1/Ntrk2/Myo5b/Ppp1cc/Syt11/Grin2b/Akap5/Atp1a3/Gria3",11,"CC"
"-1","GO:0030003","cellular cation homeostasis","22/261","440/13584",4.16311344144324e-05,0.00288217233997454,0.00247460000604982,"Calb1/Tac1/Trpc6/Slc24a3/Ubash3b/Hap1/Slc9a6/Adcyap1r1/Grin2b/Akap5/Pvalb/Atp1a3/Agtr1a/Slc4a8/App/Selenon/Clstn1/Adra1d/Sv2a/Atp13a3/Mapk3/Htr2c",22,"BP"
"-1","GO:0055074","calcium ion homeostasis","18/261","317/13584",4.18948077168417e-05,0.00288217233997454,0.00247460000604982,"Calb1/Tac1/Trpc6/Slc24a3/Ubash3b/Hap1/Adcyap1r1/Grin2b/Akap5/Pvalb/Agtr1a/App/Selenon/Clstn1/Adra1d/Sv2a/Atp13a3/Htr2c",18,"BP"
"-1","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","22/261","441/13584",4.3070931891436e-05,0.00289723801856393,0.00248753522432644,"Igfbp4/Ntrk3/Erbb4/Robo1/Ntrk2/Alk/Ubash3b/Hap1/Slc9a6/Ptprt/Ptpre/Spry2/Efnb3/Shc3/Dok4/Bcr/Tcf4/App/Cyfip2/Gfra1/Lrp1/Eif2ak3",22,"BP"
