"","Enrich_OR","Enrich_Pval","Deplete_OR","Deplete_Pval","setSize"
"Prenatal Injuries",1.57420226384062,5.62385291145063e-06,2.86548987411056,6.5526272260239e-26,5053
"Lung Neoplasms",1.56174794707346,6.74721250089492e-06,2.90805247924475,3.03328364675378e-26,5628
"Learning Disorders",1.613368753803,7.52004230527037e-06,3.21713551716276,5.68098394999342e-20,9705
"Memory Disorders",1.54954865188026,8.18367507042482e-06,3.23881463468149,7.43107708177942e-30,6263
"Child Development Disorders, Pervasive",4.31015235093249,1.32949970377904e-05,4.82666373497508,1.90412965148504e-06,93
"Disease Models, Animal",1.52226544571441,1.93048385507868e-05,2.81830629827482,6.13411620939584e-24,6177
"Cognition Disorders",1.53764167517729,1.96977989034964e-05,2.48222689905533,3.23392284614042e-16,8288
"Neurotoxicity Syndromes",1.51738225836959,2.19161735093384e-05,2.33436414991125,2.02554355626185e-16,6544
"Drug-Related Side Effects and Adverse Reactions",1.51864007537688,2.21729777026418e-05,2.76918952879581,9.50999581077501e-22,7153
"Atrophy",1.51260344820017,2.53599328704209e-05,2.92217137252715,8.2818244479816e-25,6621
"Reflex, Abnormal",1.70833750115773,2.96574523405477e-05,2.66253179058311,3.8235578790059e-17,2063
"Epilepsy, Absence",6.16814988290398,3.38645531731198e-05,8.34970211229464,4.12276096669003e-08,40
"Catalepsy",2.04507439110295,4.95240570532361e-05,3.9605265946175,3.61107394873857e-23,779
"Schizophrenia",2.82818893207856,6.1162672442401e-05,3.38740504778241,8.47002337980321e-07,260
"Weight Gain",1.47418521271178,8.09848563268233e-05,2.93759796861534,2.82345811109376e-24,7051
"Penile Diseases",8.78121878121878,8.20728032462103e-05,4.27228682170543,0.162336798885787,19
"Lung Diseases",1.4996170212766,8.66301099910508e-05,2.64188306104901,3.57747689087969e-22,4566
"Gastroesophageal Reflux",30.6194895591647,9.04023902728714e-05,0,0.999999999999304,10
"Meige Syndrome",30.6194895591647,9.04023902728714e-05,0,0.999999999999304,5
"Muscular Dystrophy, Emery-Dreifuss",30.6194895591647,9.04023902728714e-05,0,0.999999999999304,4
"Ataxia",1.59958550790409,9.2654706531291e-05,3.5499270539283,2.12827274106712e-35,2380
"Heart Defects, Congenital",1.47209235828151,9.55616545492902e-05,2.41682025414686,3.5147305471126e-18,5618
"Liver Diseases",1.49786684660862,9.95412182843768e-05,2.38142563785198,1.04149146423776e-13,9313
"Disseminated Intravascular Coagulation",1.8445824795082,9.95635984425071e-05,3.84082759160664,1.06698919382409e-27,1080
"Breast Neoplasms",1.46257724682836,0.000112518053187578,2.63523358528367,1.30438890510167e-20,6825
"Heroin Dependence",8.19518259518259,0.000149568156561516,4.02067183462532,0.186604150835422,23
"Bipolar Disorder",2.37436141838279,0.000164048665535793,3.82688465210587,1.61568388162751e-12,380
"Psychomotor Agitation",2.94642972327937,0.000166379387661985,5.30261332099907,4.80555214035281e-14,200
"Eye Abnormalities",1.90195998457523,0.000166489304305061,2.59656103453176,1.03293864499784e-09,804
"Epilepsy",2.24947478991597,0.000170624531026844,4.69247345328037,3.43825533116097e-22,451
"Myoclonic Epilepsies, Progressive",11.5037790697674,0.000216452905034574,3.41056701030928,0.735998991772685,12
"Acute Kidney Injury",1.4354111041072,0.000245793911307975,2.50926026828572,6.64190488992062e-19,6657
"Muscle Hypertonia",7.68240093240093,0.000256800404881244,6.04663212435233,0.00951608380742016,26
"Nervous System Diseases",1.4383052053093,0.000281415660787501,2.8646388534128,1.54101534118874e-25,5393
"Cell Transformation, Neoplastic",1.43194655952651,0.000334993829763072,1.98103298631256,2.133335514497e-11,5632
"Microcephaly",1.74313768128063,0.000336018352887532,2.99410762313425,5.53754579676132e-17,1153
"Status Epilepticus",1.7371611031447,0.000366755118364743,2.71475948580761,1.89009282933433e-13,1176
"Stereotypic Movement Disorder",3.03018365100516,0.000375033481424603,5.8111136999068,2.75225010824994e-14,148
"Tremor",1.77120904203055,0.00037740237807448,3.36069372975033,1.0860378536773e-20,1075
"Urogenital Abnormalities",1.44565977748794,0.000391417178143727,2.7141155631123,1.93867016340064e-23,4459
"Psychotic Disorders",3.00551681863459,0.0004179581772747,5.39654621042533,1.7976125670487e-12,163
"Fibrosis",1.42356940750984,0.000433809821531049,2.32748041563634,1.7357061824575e-14,8306
"Abnormalities, Drug-Induced",1.4190853367231,0.000449590661137482,2.54132967711572,1.87193795684061e-17,7934
"Poisoning",1.42812010968162,0.000454178748717758,2.26692362844687,3.34489368019056e-13,8598
"Morphine Dependence",10.2248062015504,0.000484211973569478,0,0.999999999998795,15
"Spinocerebellar Ataxias",10.2248062015504,0.000484211973569478,0,0.999999999998795,16
"Intellectual Disability",3.10165876777251,0.000528052119526889,0.864472644243436,0.999999999999738,127
"Nervous System Malformations",1.46111270419984,0.000542974239318749,2.92952475292991,1.06993371256489e-26,3604
"Personality Disorders",2.44416231720506,0.000969835853144572,3.94943990311838,5.15712630162379e-10,268
"Language Development Disorders",3.92693128467776,0.00100714487593007,4.39390766301761,0.00029832597930759,75
"Genital Diseases, Female",1.94972140281875,0.00116668224115945,1.26140876471818,0.434063417946279,651
"Fetal Growth Retardation",1.37412532269341,0.00134422397613028,2.66425577591495,1.84123282465877e-21,6298
"Neonatal Abstinence Syndrome",4.96231534519144,0.00140238789336171,6.89973890339426,7.35415700051507e-06,42
"Prenatal Exposure Delayed Effects",1.5095157304614,0.00145828324635171,3.00162712935415,2.98990234704731e-11,12642
"Vascular Malformations",1.92327349183244,0.00148634785697275,1.73458910172432,0.0166347878957975,539
"Cerebral Hemorrhage",1.56833870225495,0.00163096033133099,3.77062677028107,2.47020813841962e-33,1610
"Atherosclerosis",1.37423402993844,0.00168660321976558,2.96043351459379,3.16945475665659e-27,5445
"Seizures",1.40793448827118,0.00170948832323066,3.45229183881787,1.84734250820626e-36,3742
"Chorea",3.12672249311003,0.00184383716470657,4.40053518214438,2.72340685692574e-06,125
"Developmental Disabilities",2.17297517297517,0.00185891659810246,3.81318727440611,9.73707180711245e-12,342
"Heart Diseases",1.35833408020738,0.00222319484633576,2.38455264990819,1.14438896608921e-17,5877
"Blepharospasm",15.3074245939675,0.00229677976003949,6.82371134020619,0.420040808130771,7
"Bulimia Nervosa",15.3074245939675,0.00229677976003949,6.82371134020619,0.420040808130771,8
"Fractures, Bone",15.3074245939675,0.00229677976003949,0,0.999999999999148,10
"Hyperprolactinemia",1.96354861567729,0.00241435199572891,3.30461050485217,3.71112364605981e-11,499
"Renal Insufficiency",1.39905207992595,0.00288081867787501,2.62179727174111,7.09223810150154e-21,3389
"Neoplasms, Experimental",1.33954646017699,0.00319553751459654,2.1903855682042,2.91045000818814e-14,6758
"Dyskinesia, Drug-Induced",1.86559015849634,0.00361216961312798,3.16253867904396,3.75186360304863e-11,563
"Glucose Intolerance",1.36086926238072,0.00373457559947652,2.75645962732919,3.84015271121614e-24,4313
"Agricultural Workers' Diseases",2.89718455188679,0.00391083788304686,1.35188375980455,0.766921888236608,144
"Necrosis",1.5208952831454,0.00407992662264886,2.20625015713388,4.41636446378875e-06,13552
"Abnormalities, Multiple",1.43485909107395,0.00428344658215291,2.5605565448817,2.5051715733777e-17,2251
"Metaplasia",0.477875803332869,0.00443733653509032,2.49585765916041,6.58228632328301e-11,1253
"Ovarian Neoplasms",1.34326086956522,0.00486641136186709,2.46755781531901,3.28150274114231e-19,4671
"Sialorrhea",3.01107604017217,0.00512635903567931,7.04171122994652,3.48135792944637e-14,102
"Hallucinations",1.8416955017301,0.005271067372508,3.80763688760807,1.56395264188974e-16,558
"Pain",1.36110097856777,0.00536541241209857,3.1118245308596,3.48949033323691e-30,3760
"Hyperplasia",1.38493992705428,0.00552864499439731,1.9769422982392,3.56177521242456e-07,11806
"IMMUNE SUPPRESSION",12.2450116009281,0.00588062459091423,0,0.999999999999997,11
"Migraine without Aura",12.2450116009281,0.00588062459091423,5.68599656357388,0.495386004445247,12
"Edema",1.31915343915344,0.00607232053580033,2.85975072390784,8.48745477900648e-20,8715
"Neutropenia",1.44023258986427,0.00644426000329715,3.20493216295799,7.57318257081834e-27,2025
"Myocarditis",1.60739143665547,0.00662613115978606,3.03346883468835,1.6865331179945e-15,1001
"Dystonic Disorders",6.57059800664452,0.00667998122476322,4.55745047372954,0.139058859624275,20
"Fever",1.37134707766213,0.00670334975957636,3.12326860353176,1.56595818917187e-29,3123
"Hypocalcemia",0.168377311992869,0.00698980954999827,2.80272142916771,7.47871795921307e-07,433
"Drug-Induced Liver Injury",1.51126964488791,0.00714755511293217,1.86934093450441,0.000296519026995991,13899
"Micronuclei, Chromosome-Defective",1.30503237865697,0.00732905931963579,2.21955306589568,1.59895493363482e-14,6882
"Absent corpus callosum cataract immunodeficiency",Inf,0.00758303470533822,0,0.999999999999924,1
"Achondrogenesis type 1A",Inf,0.00758303470533822,0,0.999999999999924,1
"Adenoma, Oxyphilic",Inf,0.00758303470533822,0,0.999999999999924,2
"Adenomatous Polyps",Inf,0.00758303470533822,0,0.999999999999924,2
"Alpha-Thalassemia Myelodysplasia Syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Anemia, Neonatal",Inf,0.00758303470533822,0,0.999999999999924,1
"Atelosteogenesis, type 1",Inf,0.00758303470533822,0,0.999999999999924,1
"ATELOSTEOGENESIS, TYPE III",Inf,0.00758303470533822,0,0.999999999999924,1
"ATR-X syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Boomerang dysplasia",Inf,0.00758303470533822,0,0.999999999999924,1
"Cardiac Arrhythmia, Ankyrin-B-Related",Inf,0.00758303470533822,0,0.999999999999924,1
"Cardiomyopathy, Dilated, 1AA",Inf,0.00758303470533822,0,0.999999999999924,1
"Cardiomyopathy, Dilated, 1J",Inf,0.00758303470533822,0,0.999999999999924,1
"CARDIOMYOPATHY, DILATED, 3B",Inf,0.00758303470533822,0,0.999999999999924,1
"Cataract, congenital, with microcornea or slight microphthalmia",Inf,0.00758303470533822,0,0.999999999999924,2
"Cataract, Pulverulent, Juvenile-Onset",Inf,0.00758303470533822,0,0.999999999999924,1
"Cerebral Palsy, Spastic Quadriplegic, 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Charcot-Marie-Tooth Disease, Axonal, Type 2a1",Inf,0.00758303470533822,0,0.999999999999924,1
"Charcot-Marie-Tooth Disease, Axonal, Type 2n",Inf,0.00758303470533822,0,0.999999999999924,1
"Charcot-Marie-Tooth disease, Type 2D",Inf,0.00758303470533822,0,0.999999999999924,1
"Cortical Dysplasia-Focal Epilepsy Syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Deafness, Autosomal Dominant 10",Inf,0.00758303470533822,0,0.999999999999924,1
"DEAFNESS, AUTOSOMAL DOMINANT 4A",Inf,0.00758303470533822,0,0.999999999999924,1
"Deafness, autosomal dominant nonsyndromic sensorineural 17",Inf,0.00758303470533822,0,0.999999999999924,1
"Dent Disease",Inf,0.00758303470533822,0,0.999999999999924,1
"Desmoid disease, hereditary",Inf,0.00758303470533822,0,0.999999999999924,1
"Dystonia 12",Inf,0.00758303470533822,0,0.999999999999924,1
"Elliptocytosis, Hereditary",Inf,0.00758303470533822,0,0.999999999999924,2
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3",Inf,0.00758303470533822,0,0.999999999999924,1
"Epidermolysa bullosa simplex and limb girdle muscular dystrophy",Inf,0.00758303470533822,0,0.999999999999924,1
"Epidermolysis Bullosa Simplex With Pyloric Atresia",Inf,0.00758303470533822,0,0.999999999999924,1
"Epidermolysis bullosa simplex, Ogna type",Inf,0.00758303470533822,0,0.999999999999924,1
"Epilepsy, Partial, with Variable Foci",Inf,0.00758303470533822,0,0.999999999999924,2
"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5",Inf,0.00758303470533822,0,0.999999999999924,1
"Episodic ataxia with nystagmus",Inf,0.00758303470533822,0,0.999999999999924,1
"Esophageal and Gastric Varices",Inf,0.00758303470533822,0,0.999999999999924,1
"Familial encephalopathy with neuroserpin inclusion bodies",Inf,0.00758303470533822,0,0.999999999999924,1
"Fetal Alcohol Spectrum Disorders",Inf,0.00758303470533822,0,0.999999999999924,2
"Fibromatosis, Abdominal",Inf,0.00758303470533822,0,0.999999999999924,1
"Fibrosis of Extraocular Muscles, Congenital, 3B",Inf,0.00758303470533822,0,0.999999999999924,1
"Gamma aminobutyric acid transaminase deficiency",Inf,0.00758303470533822,0,0.999999999999924,1
"Glycogen Storage Disease Type II",Inf,0.00758303470533822,0,0.999999999999924,1
"Griscelli syndrome type 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Hemiplegic migraine, familial type 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Joubert Syndrome 7",Inf,0.00758303470533822,0,0.999999999999924,1
"Keratomalacia",Inf,0.00758303470533822,0,0.999999999999924,1
"Larsen syndrome, dominant type",Inf,0.00758303470533822,0,0.999999999999924,1
"Lissencephaly, X-Linked, 2",Inf,0.00758303470533822,0,0.999999999999924,1
"Long Qt Syndrome 2",Inf,0.00758303470533822,0,0.999999999999924,1
"Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis",Inf,0.00758303470533822,0,0.999999999999924,1
"Macrothrombocytopenia progressive deafness",Inf,0.00758303470533822,0,0.999999999999924,1
"Martsolf syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Meckel Syndrome, Type 5",Inf,0.00758303470533822,0,0.999999999999924,1
"Mental retardation-hypotonic facies syndrome, x-linked, 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Mental Retardation, X-Linked 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Mental Retardation, X-Linked 46",Inf,0.00758303470533822,0,0.999999999999924,1
"Mental Retardation, X-Linked, Syndromic, Turner Type",Inf,0.00758303470533822,0,0.999999999999924,1
"Mental Retardation, X-Linked, With Or Without Seizures, Arx-Related",Inf,0.00758303470533822,0,0.999999999999924,1
"Meretoja syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"MIGRAINE, FAMILIAL HEMIPLEGIC, 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Migraine, Familial Hemiplegic, 3",Inf,0.00758303470533822,0,0.999999999999924,1
"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q",Inf,0.00758303470533822,0,0.999999999999924,1
"MYH9-Related Disorders",Inf,0.00758303470533822,0,0.999999999999924,1
"Nance-Horan syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Neoplasms, Bone Tissue",Inf,0.00758303470533822,0,0.999999999999924,1
"Nephritis, Hereditary",Inf,0.00758303470533822,0,0.999999999999924,2
"Nephrolithiasis, X-Linked Recessive, with Renal Failure",Inf,0.00758303470533822,0,0.999999999999924,1
"Neurofibromatoses",Inf,0.00758303470533822,0,0.999999999999924,1
"Neurofibromatosis-Noonan syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Neurofibromatosis, Familial Spinal",Inf,0.00758303470533822,0,0.999999999999924,1
"NEVER IN MITOSIS GENE A-RELATED KINASE 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Nicolaides Baraitser syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Norman Roberts lissencephaly syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Partington X-linked mental retardation syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Proud Syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"Pyloric Stenosis, Infantile Hypertrophic 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Retinitis Pigmentosa 13",Inf,0.00758303470533822,0,0.999999999999924,1
"Short QT Syndrome 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Short Rib-Polydactyly Syndrome",Inf,0.00758303470533822,0,0.999999999999924,1
"SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY",Inf,0.00758303470533822,0,0.999999999999924,1
"Spastic ataxia Charlevoix-Saguenay type",Inf,0.00758303470533822,0,0.999999999999924,1
"Spherocytosis, Type 1",Inf,0.00758303470533822,0,0.999999999999924,1
"Spinocerebellar Ataxia 11",Inf,0.00758303470533822,0,0.999999999999924,1
"Spinocerebellar ataxia 13",Inf,0.00758303470533822,0,0.999999999999924,1
"Spinocerebellar Ataxia, Autosomal Recessive 8",Inf,0.00758303470533822,0,0.999999999999924,1
"Spondylocarpotarsal synostosis",Inf,0.00758303470533822,0,0.999999999999924,1
"succinic semialdehyde dehydrogenase deficiency",Inf,0.00758303470533822,0,0.999999999999924,1
"Telomeric 22q13 Monosomy Syndrome",Inf,0.00758303470533822,0,0.999999999999924,2
"Trauma, Nervous System",Inf,0.00758303470533822,0,0.999999999999924,1
"WATSON SYNDROME",Inf,0.00758303470533822,0,0.999999999999924,1
"Hypokinesia",1.73784133968952,0.0077379216855105,2.78813203257648,3.30445124558132e-09,620
"Hyperkinesis",1.41816155988858,0.00877360002124206,3.26225285387734,3.34026458217559e-28,2045
"Speech Disorders",2.64703504043127,0.00888004874827582,7.10702702702703,7.12917362730327e-18,146
"Hypertension",1.29590266822309,0.00923374232785809,2.45660265304137,3.43528015298074e-18,6635
"Neurobehavioral Manifestations",1.29635013346724,0.00946748587393014,2.73681374439603,1.05207874908496e-22,6119
"Child Behavior Disorders",2.08809835432446,0.00965442149870333,2.8720166625827,2.6008263718353e-05,273
"Hypothermia",1.54534581838336,0.010171647912871,3.49566472901736,5.52449066165521e-23,1086
"Kidney Diseases",1.30575220100453,0.012415918504037,2.15295790188423,2.96432576924417e-10,10208
"Dystonia",2.22430198984454,0.0126123951014428,4.19893581081081,1.43246757786013e-09,220
"Growth Disorders",1.44024690040671,0.0130765552079284,3.4280509006482,9.69838290171396e-28,1666
"Puberty, Precocious",1.45623998835008,0.0131830889479891,2.88789901400207,4.28283335408272e-18,1642
"Muscle Rigidity",2.50280469148394,0.0142339416440812,3.87120542292956,8.69360015014594e-06,143
"Sleep Initiation and Maintenance Disorders",1.78718367022123,0.0157980979097626,3.25416025565156,2.35602098560383e-10,481
"Syncope",1.97963962129696,0.0169641759220344,3.06657240485448,2.12643951547845e-06,305
"Carcinoma, Hepatocellular",1.26763288504643,0.0187572834050872,1.52414487820128,8.13228848062109e-05,8572
"Paranoid Disorders",2.28771561159268,0.0198012591684671,4.36070411704803,1.21465099102561e-08,181
"Tic Disorders",2.51639855942377,0.021558796712035,4.88875543353924,2.87147401257283e-08,122
"Torticollis",5.10891472868217,0.0224555010518006,10.76416015625,3.11419501086341e-07,24
"Non-alcoholic Fatty Liver Disease",1.32279048783175,0.0227097055880828,2.28609410494362,5.16005295672047e-14,2750
"Diabetes Mellitus",1.36485023822289,0.0231772914000876,2.47537222043184,8.64506376200871e-15,2101
"Cocaine-Related Disorders",1.64858226588733,0.0238173844958581,3.29627254206595,5.66390890735366e-13,604
"Urinary Retention",1.91328489574104,0.0238334433543889,4.77019498607242,6.41843431202964e-17,328
"Epilepsies, Myoclonic",2.66116037790529,0.023863956570794,4.45335227657127,7.15143342214261e-06,111
"Adenocarcinoma",1.26434489437251,0.0248117025843535,2.63922223574044,3.80499927644923e-22,4968
"Myoclonus",1.90529649384265,0.024822221100334,2.78217342342342,2.84012905417432e-05,319
"Psychoses, Substance-Induced",1.82550904977376,0.0253869089052958,4.56725352112676,7.89760534437931e-18,371
"Thrombosis",1.35272827052736,0.025730684057263,2.64574873719583,9.33694327506567e-18,2131
"Gastrointestinal Hemorrhage",0.212552039624163,0.0257624886535242,2.07674762914649,0.00772781242191834,383
"Stress Disorders, Post-Traumatic",4.83965728274174,0.0284135507889609,5.40932642487047,0.0164260673972812,34
"Ventricular Dysfunction, Left",1.57801845166466,0.0294431283570232,3.01179893324713,7.76894734074815e-12,709
"Basal Ganglia Diseases",2.15840896691961,0.0314585237091093,3.80870727737735,7.47651377944757e-07,191
"Body Weight Changes",0.472026142705288,0.0322456235794817,0.904975545701943,0.805218131393005,708
"Fetal Death",1.23775073268838,0.0325295665035048,2.18844007485675,1.13109484432355e-13,7440
"Epilepsy, Tonic-Clonic",1.62139284748262,0.0328237829848404,3.39623459666563,1.32428617111825e-13,578
"Infant, Newborn, Diseases",2.2381885270846,0.0336390345418799,3.1297380518692,0.000449887074792639,181
"Weight Loss",1.25510026551543,0.034035714987188,2.94847697669474,2.34347690014753e-16,10352
"Hot Flashes",1.69319988652183,0.034049774219006,2.44387863517698,3.07296434714974e-05,474
"Tachycardia",1.55746572478599,0.0347124462160718,3.7395111496091,1.71242936305868e-19,727
"Recurrence",0.289119868391535,0.0350624439308346,2.52216575159519,7.58455818785586e-05,381
"Affective Disorders, Psychotic",4.59732558139535,0.0352358512807051,3.25384520733358,0.290294560718216,31
"Disorders of Excessive Somnolence",2.04652258322389,0.0353446087340287,4.78725961538461,2.21592339779638e-12,234
"Xerostomia",2.50548640681297,0.0353858497850705,3.2503937007874,0.00245727156451937,113
"Mood Disorders",1.66526525658807,0.035437733223893,4.32384783627558,3.02283672670185e-20,491
"Heart Septal Defects, Ventricular",0.458051258891272,0.0357621569698116,3.83202818627451,5.71612360267031e-19,627
"Skin Diseases",1.31417412688865,0.0365409561846017,2.87964876033058,8.01799288290173e-23,2410
"Nephritis",1.31609642536202,0.0375322846936847,2.17472509213945,3.00145677922523e-11,2214
"Neuroleptic Malignant Syndrome",3.01172805570826,0.0377239315208954,8.53486184597296,8.10096778578945e-13,69
"Akathisia, Drug-Induced",2.95358554996405,0.0417935828240586,7.40807275585247,3.45890504245583e-10,67
"Coma",1.29550026879784,0.0424969839057799,3.44409107097009,6.01677143374312e-34,2512
"Delirium",1.61672217333034,0.0429468996130385,3.96976821096828,6.30072094552189e-18,550
"Kidney Tubular Necrosis, Acute",1.31041882101589,0.0442337727439791,2.68001156117098,8.36403998518972e-19,2230
"Sarcoma",0.422339165174266,0.0447651907233697,1.78614130434783,0.015908197724416,516
"Panic Disorder",1.86923588039867,0.0452399362279509,3.99672131147541,1.40239955232237e-10,281
"Stupor",2.59814625457664,0.0465527375545185,4.00897713872722,0.000272855605760031,99
"Immune System Diseases",1.27596187831356,0.0471583657218109,2.5448161582512,1.43757699602704e-18,2935
"Embryo Loss",1.2994243983923,0.0489163517900806,2.21368851087138,8.62466377721096e-12,2242
"Carcinoma, Transitional Cell",0.358041958041958,0.0493263563019272,2.44433938747969,9.3560954949681e-05,421
"Bone Marrow Diseases",1.37882856078528,0.0504800553485304,3.14720234427075,1.42592558895456e-20,1332
"Anorexia",1.26122501702717,0.0514431580877845,3.16378805620609,1.91168633178809e-30,3217
"Pancreatic Neoplasms",1.26893258209924,0.0515883980260828,2.96888267681038,2.90972588014958e-26,2959
"Conduct Disorder",2.01579134411842,0.0521077581039487,4.9652244774196,2.10353375245912e-12,191
"Papilloma",0.536106464702785,0.0525745508471632,3.10118067066174,2.45638379238168e-13,798
"Impulse Control Disorders",2.52657919219788,0.0543217973738851,3.8954567298806,0.00037795986832348,96
"Anemia",1.21770136154684,0.0554909382930442,2.47612116955413,3.18183965577905e-19,5568
"Epilepsy, Temporal Lobe",2.79184367034834,0.0556273505272857,4.56040699397412,0.000198739430481278,72
"Colitis",0.524747909110172,0.056001530725167,2.30799788135593,4.52303840487519e-06,756
"Apnea",1.98947609242736,0.0571442699193617,3.76961692786584,3.84092722236372e-07,203
"Fatigue",1.35360936259594,0.0581998495646973,3.00886054501262,1.71372274247476e-19,1484
"Cerebral Infarction",1.45336803551529,0.0584061587287922,2.70446444249341,1.19496225785989e-10,889
"Facial Pain",2.74178070761015,0.0607902111435741,4.47561566802404,0.000244327851647304,69
"Dental Caries",3.99676440849343,0.0609318921908662,1.36268041237113,0.999999999999999,30
"Mental Disorders",1.30254630721678,0.0651775836537212,2.9526802678857,6.79253169647795e-22,1938
"Brain Edema",1.31858223771632,0.0667675897810554,3.40613957597173,6.03487683818058e-28,1685
"Abdominal Pain",1.37408301196995,0.0671521319590788,3.29800392124145,2.70595384286187e-21,1195
"Rhabdomyolysis",1.50609420124639,0.0672125388643598,3.18055458829538,9.96670133138763e-13,661
"Sepsis",0.477611301827671,0.0672190483492379,2.09176215708282,0.00066318655472096,566
"Fatty Liver",1.23093497499038,0.0686335839738093,1.69076104657475,3.64469776250752e-05,11464
"Hypoglycemia",0.265175751505054,0.069654052330503,2.26222635658915,0.00530347307564797,294
"Mydriasis",3.82994186046512,0.0712102532166861,5.97176736307171,0.00158790124366551,32
"Vasospasm, Intracranial",1.7166534075842,0.0745184129072057,2.7018711018711,4.96499137750544e-05,323
"Cleft Palate",1.38527057142165,0.0777101194012443,2.28594674556213,6.88246677954335e-08,1042
"Spasm",2.60177411690163,0.0779567777677745,2.28277056277056,0.207844314788546,90
"Anemia, Macrocytic",0.173278522775649,0.0782727622966941,1.00130208333333,0.999999999999994,199
"Alternating hemiplegia of childhood",30.5509259259259,0.0784032041295029,34.1288659793814,0.0599405880240128,2
"Cryopyrin-Associated Periodic Syndromes",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Dent disease 1",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Exfoliation Syndrome",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Familial Hypophosphatemic Rickets",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Fibroma",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Generalized Epilepsy With Febrile Seizures Plus, Type 2",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Hypopigmentation",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Inflammatory Breast Neoplasms",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Intestinal Perforation",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Mental Retardation, X-Linked, Syndromic 10",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
