"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalues"	"rank"	"leading_edge"	"core_enrichment"
"BP"	"GO:0034723"	"DNA replication-dependent nucleosome organization"	30	0.667295647401456	2.28409197431658	3.9473424516944e-05	0.00189073879735343	0.00148420044975881	2539	c("tags=60%", "list=17%", "signal=50%")	"Hist1h4k;Hist1h4j;Hist1h4h;Hist1h4b;Hist1h3a;Hist1h4d;Hist1h3e;Hist2h4;Hist4h4;Hist1h4a;Hist1h4c;Hist1h3d;Hist1h3g;Chaf1b;Hist1h4f;Hist1h3b;Asf1b;Hist2h3c2"
"BP"	"GO:0009062"	"fatty acid catabolic process"	79	0.468845988341332	1.97543788724813	3.95116361768541e-05	0.00189073879735343	0.00148420044975881	3915	c("tags=51%", "list=27%", "signal=37%")	"Hao1;Acaa1b;Akt2;Sesn2;Hacl1;Ehhadh;Lipe;Abhd3;Acaa1a;Cpt1a;Phyh;Decr1;Cpt2;Akt1;Eci2;Hibch;Hsd17b4;Gcdh;Acadvl;Acadl;Etfa;Lpin3;Ppard;Plin5;Abhd16a;Acad11;Lonp2;Acat1;Acaa2;Acadm;Eci1;Acot7;Slc27a4;Ivd;Hadha;Crot;Mlycd;Tysnd1;Auh;Hadh"
"BP"	"GO:0072329"	"monocarboxylic acid catabolic process"	93	0.468345657804108	2.03097870728507	3.95350676049656e-05	0.00189073879735343	0.00148420044975881	3915	c("tags=51%", "list=27%", "signal=37%")	"Hao1;Acaa1b;Akt2;Sesn2;Cyp26b1;Asrgl1;Hacl1;Ehhadh;Lipe;Abhd3;Acaa1a;Cpt1a;Phyh;Decr1;Cyp39a1;Cpt2;Abat;Akt1;Eci2;Hibch;Hsd17b4;Gcdh;Acadvl;Akr1a1;Acadl;Etfa;Lpin3;Ldhd;Ppard;Plin5;Abhd16a;Acad11;Lonp2;Acat1;Idua;Acaa2;Acadm;Eci1;Acot7;Slc27a4;Ivd;Hadha;Crot;Mlycd;Tysnd1;Auh;Hadh"
"MF"	"GO:0008066"	"glutamate receptor activity"	25	-0.686313287927041	-2.25685903341462	4.05243855490041e-05	0.00189073879735343	0.00148420044975881	2035	c("tags=64%", "list=14%", "signal=55%")	"Ptk2b;Grm8;Grm3;Gria4;Grid2;Grid1;Gria1;Grik2;Gria2;Gria3;Grin2a;Grin3a;Grm5;Grik3;Grin2b"
"CC"	"GO:0060076"	"excitatory synapse"	73	-0.485079081544949	-2.02092282213989	4.05416362604395e-05	0.00189073879735343	0.00148420044975881	1907	c("tags=40%", "list=13%", "signal=35%")	"Nlgn2;Atp2b3;Grid2;Bsn;Cadm3;Gria1;Lrrc4;Shisa6;Snap91;Kcnj6;Ppp3r1;Nlgn1;Lrrtm2;Cntn6;Gria3;Synj1;Kcnj3;Nlgn3;Grin2a;Scn8a;Slc16a7;Dgki;Neto1;Syt1;Shisa7;Met;Pclo;Grin2b"
"BP"	"GO:0022037"	"metencephalon development"	96	-0.44766448638731	-1.96203883588334	4.05646600681486e-05	0.00189073879735343	0.00148420044975881	2936	c("tags=40%", "list=20%", "signal=32%")	"Ascl1;Dixdc1;Atp2b2;Atp7a;Kndc1;Rora;Sez6l2;Fcgr2b;Nfix;Map2k1;Abl2;Ulk1;Usp9x;Grid2;Lrp6;Ttbk2;Cntn1;Nanos1;Fzd4;Cplane1;Atxn2;Slc4a7;Rpgrip1l;Atrn;Sec24b;Nrxn1;Nr2c2;Herc1;Mecp2;Zbtb18;Sez6;Rere;Foxp2;Faim2;Igf1r;Sez6l;Agtr2"
"CC"	"GO:0000932"	"P-body"	66	-0.491156171422607	-2.00745653355231	4.05728891954396e-05	0.00189073879735343	0.00148420044975881	2358	c("tags=56%", "list=16%", "signal=47%")	"Psma2;Dcp1b;Lsm2;Eif4enif1;Pnrc2;Psma6;Dcps;Polr2g;Cnot2;C9orf72;Syne1;Ago4;Dcp1a;Wtip;Patl1;Ago1;Cnot7;Ythdf2;Nanos2;Noct;Cnot9;Caprin1;Pum1;Cnot1;Tnrc6a;Trim71;Dcp2;Pan3;Lsm14a;Polr2d;Edc3;Xrn1;Tnrc6b;Rc3h1;Ago2;Ddx6"
"CC"	"GO:0030315"	"T-tubule"	67	-0.49448546973057	-2.02653039583564	4.06272852847973e-05	0.00189073879735343	0.00148420044975881	1602	c("tags=30%", "list=11%", "signal=27%")	"Ahnak;Cltc;Ppp3cb;Akap7;Nos1;Cdh2;Akap6;Cacna1c;Kcnj3;Cacna1d;Cacna2d1;Kcnj5;Prkce;Scn2a;Cacnb2;Ank3;Igf1r;Nos1ap;Atp2b4"
"BP"	"GO:0099173"	"postsynapse organization"	177	-0.377230266070091	-1.81541816346682	4.06685916466713e-05	0.00189073879735343	0.00148420044975881	2046	c("tags=29%", "list=14%", "signal=25%")	"Stau2;Syngap1;Il1rap;Abhd17b;Abl2;Prmt3;Slc7a11;Caprin1;Dnm1l;Nlgn2;Zfp804a;Glrb;Epha7;Grid2;Frmpd4;Pafah1b1;Abhd17c;Farp1;Adam10;Sipa1l1;Ube3a;Lrrc4;Reln;Snx27;Cdh2;Shisa6;Actr2;Nrcam;Prnp;Nlgn1;Arhgef9;Lrrtm2;Insr;Ptprd;Nrxn1;Abi2;Il1rapl1;Cdkl5;Nlgn3;Pak3;Wasl;Dnm3;Cnksr2;Lrrtm4;Epha5;Shisa7;Igf1r;Htr1a;Ntrk3;Grin2b"
"BP"	"GO:0050890"	"cognition"	279	-0.346686619369712	-1.76659863642874	4.0744815222263e-05	0.00189073879735343	0.00148420044975881	2213	c("tags=28%", "list=15%", "signal=25%")	"Drd5;Gmfb;Adnp;Klk8;Ddhd2;Meis2;Vip;Crtc1;Syngap1;Abl2;Bace1;Kras;Slc7a11;Plk2;Ntsr1;Chd8;Uba6;Dyx1c1;Dbi;Prkca;Pja2;Pafah1b1;Creb1;Tnr;Gria1;Slc8a2;Trpm7;Fgf13;Camk4;Tusc3;Eif4ebp2;Chrm1;Reln;Nipbl;Oprk1;Gpr155;Cpeb3;Ncam1;Mef2c;Tbr1;Sobp;Braf;Atp8a1;Prnp;Map1a;Htt;Cacna1c;Atxn1;Nrxn1;Tac1;Abi2;Nf1;Synj1;Lins1;Pias1;Nlgn3;Grin2a;Cntn2;Mecp2;Aff2;Dgki;Atp1a3;Neto1;Calb1;Gabra5;Kmt2a;Tmod2;Adgrb3;Foxp2;Shisa7;Chl1;Grm5;Syt4;Cntnap2;Pak7;Cacna1e;Grin2b;Chrna4"
"BP"	"GO:1904062"	"regulation of cation transmembrane transport"	277	-0.350807591842446	-1.78593227000276	4.07506265408831e-05	0.00189073879735343	0.00148420044975881	2035	c("tags=26%", "list=14%", "signal=23%")	"Ctss;Amigo1;Slc9a1;Hecw1;Prkd1;Ntsr1;Nlgn2;Dpp6;Kcnrg;Wnk1;Klhl24;Tspan13;Dbi;Kcnc1;Cemip;Slc31a2;Ank2;Atp1b2;Sestd1;Fmr1;Ahnak;Sln;Diaph1;Oprl1;Trpc1;Kcnc2;Reln;Akap7;Myo5a;Dapk1;Oprk1;Snx27;Nos1;Dpp10;Shisa6;Mef2c;Hecw2;Fgf14;Prnp;Nlgn1;Akap6;Htt;Kcnip4;Rasgrf1;Nrxn1;Nedd4l;Vamp2;Cacna1d;Dmd;Nlgn3;Rasgrf2;Nedd4;Cacna2d1;Wnk3;Shisa9;Fkbp1a;Ptger3;Ppargc1a;Neto1;Prkce;Cacnb2;Ryr2;Shisa7;Ank3;Nos1ap;Fhl1;Gsg1l;Scn3b;Atp2b4;Chrna4"
"BP"	"GO:2001257"	"regulation of cation channel activity"	145	-0.408677500952962	-1.91194751017922	4.07556089906873e-05	0.00189073879735343	0.00148420044975881	1786	c("tags=27%", "list=12%", "signal=24%")	"Nlgn2;Kcnrg;Klhl24;Kcnc1;Ank2;Fmr1;Ahnak;Oprl1;Kcnc2;Reln;Akap7;Myo5a;Dapk1;Snx27;Shisa6;Mef2c;Fgf14;Nlgn1;Akap6;Htt;Rasgrf1;Nrxn1;Nedd4l;Vamp2;Dmd;Nlgn3;Rasgrf2;Cacna2d1;Shisa9;Fkbp1a;Ppargc1a;Neto1;Cacnb2;Shisa7;Ank3;Nos1ap;Gsg1l;Chrna4"
"BP"	"GO:0001764"	"neuron migration"	156	-0.401384467246308	-1.89766233219584	4.07788765419513e-05	0.00189073879735343	0.00148420044975881	1802	c("tags=26%", "list=12%", "signal=23%")	"Dyx1c1;Usp9x;Pcm1;Zfp609;Fktn;Camk2a;Pafah1b1;Gpr173;Rac1;Fgf13;Spock1;Reln;Nipbl;Nrg3;Srgap2;Adgrl3;Mef2c;Lrig2;Dclk1;Flrt2;Dcx;Cdkl5;Neo1;D130043K22Rik;Gsk3b;Erbb4;Cntn2;Gpm6a;Foxg1;Fzd3;Nexmif;Celsr2;Mkl2;Astn1;Nav1;Chl1;Rapgef2;Met;Ntrk3;Matn2"
"BP"	"GO:0006486"	"protein glycosylation"	156	-0.376178321107202	-1.77849291242192	4.07788765419513e-05	0.00189073879735343	0.00148420044975881	2049	c("tags=31%", "list=14%", "signal=27%")	"Mgat4a;Ext1;Fut8;Fut11;Alg2;Krtcap2;B3gnt5;Tmem165;Ube2g2;Alg8;Uggt2;Extl1;Tet1;Gfpt1;Uggt1;Srd5a3;Npc1;C1galt1c1;B3galnt2;Fktn;B3galnt1;St6galnac5;Stt3a;Alg6;Tusc3;Derl3;St6gal2;Alg11;Tmem258;Slc4a10;Tet2;Syvn1;St8sia3;Acer2;Alg10b;St6galnac3;St8sia2;Mgea5;C1galt1;Arfgef1;Fut9;Ogt;Dpy19l3;St8sia1;Galnt16;Galnt13;St3gal1;B3galt1"
"BP"	"GO:0007416"	"synapse assembly"	156	-0.388373766403542	-1.83615044292376	4.07788765419513e-05	0.00189073879735343	0.00148420044975881	2217	c("tags=35%", "list=15%", "signal=30%")	"Adnp;Pcdh17;Amigo1;Stau2;Dlg5;Cntn5;Il1rap;Nrxn3;Mdga2;Nrg1;Nlgn2;Pcdhb16;Prkca;Epha7;Grid2;Bsn;Il1rapl2;Slitrk4;Farp1;Flrt3;Sipa1l1;Reln;Lrrn3;Slitrk5;Cdh2;Lrfn5;Adgrl3;Mef2c;Nlgn1;Flrt2;Sdcbp;Arhgef9;Lrrtm2;Gpc4;Ptprd;Nrxn1;Il1rapl1;Efna5;Nlgn3;Erbb4;Lrrn1;Slitrk1;Clstn2;Mecp2;Slitrk3;Tpbg;Dnm3;Gpm6a;Lrrtm4;Sdk2;Adgrb3;Pclo;Ntrk3"
"BP"	"GO:0043413"	"macromolecule glycosylation"	156	-0.376178321107202	-1.77849291242192	4.07788765419513e-05	0.00189073879735343	0.00148420044975881	2049	c("tags=31%", "list=14%", "signal=27%")	"Mgat4a;Ext1;Fut8;Fut11;Alg2;Krtcap2;B3gnt5;Tmem165;Ube2g2;Alg8;Uggt2;Extl1;Tet1;Gfpt1;Uggt1;Srd5a3;Npc1;C1galt1c1;B3galnt2;Fktn;B3galnt1;St6galnac5;Stt3a;Alg6;Tusc3;Derl3;St6gal2;Alg11;Tmem258;Slc4a10;Tet2;Syvn1;St8sia3;Acer2;Alg10b;St6galnac3;St8sia2;Mgea5;C1galt1;Arfgef1;Fut9;Ogt;Dpy19l3;St8sia1;Galnt16;Galnt13;St3gal1;B3galt1"
"MF"	"GO:0005216"	"ion channel activity"	312	-0.321574686806276	-1.65815096191203	4.09039779118519e-05	0.00189073879735343	0.00148420044975881	2647	c("tags=27%", "list=18%", "signal=23%")	"Cacng3;P2rx5;Gabra2;Trpa1;Tmem63c;Chrna5;Trpm6;Slc24a2;Trpv6;Cacng5;Lrrc8a;Chrm5;Scnn1a;Kcnk9;Gabra3;Scn9a;Kcna3;Ptk2b;Gabrb2;Kcna4;Scn3a;Clcn5;Glrb;Kcnmb2;Pex5l;Kcnc1;Gria4;Grid2;Gpr89;Grid1;Kcnq3;Gria1;Kcnq2;Trpm7;Trpc1;Trpc6;Itpr1;Trpc5;Grik2;Kcnc2;Ano2;Jph1;Lrrc8b;Trpc4;Pkd1;Kcnj6;Nalcn;Cacna1b;Gria2;Cacna1c;Kcnip4;Clcn6;Kcnma1;Kcnh7;Gria3;Lrrc8c;Il1rapl1;Kcnj3;Cacna1d;Kcnb2;Gabrb3;Kcnd1;Gabrb1;Kcnd3;Cacna2d1;Grin2a;Scn8a;Kcna2;Grin3a;Gpm6a;Gabra5;Kcnj5;Ryr3;Scn2a;Glra3;Cacnb2;Ryr2;Scn3b;Grik3;Slc24a4;Cacna1e;Grin2b;Chrna4"
"BP"	"GO:0045666"	"positive regulation of neuron differentiation"	404	-0.306565429882798	-1.62358651714364	4.09223906860639e-05	0.00189073879735343	0.00148420044975881	2275	c("tags=27%", "list=15%", "signal=24%")	"Rab21;Ube2v2;Itsn1;Adnp;Kidins220;Bcl6;Rab11a;Epha4;Ptk2b;Map2k1;Amigo1;Crtc1;Stau2;Dlg5;Il1rap;Abl2;D16Ertd472e;Epha3;Nckipsd;Rtn4;Gdf5;Caprin1;Prkd1;Nrg1;Plk5;Dnm1l;Nlgn2;Plxnc1;Zfp804a;Cntf;Sh3gl3;Zeb2;Eif4g2;Cpne6;Prkci;Zc4h2;Pias2;Fmr1;Mmd;Map3k13;Lrp6;Skil;Pafah1b1;Rac1;Setx;Cntn1;Cobl;Arhgap35;Stmn2;Bcl11a;Cpeb1;Trpc6;Fzd4;Dpysl3;Trpc5;Vldlr;Plxna3;Reln;Nin;Cpeb3;Arsb;Tcf12;Mef2c;Snap91;Braf;Actr2;Enc1;Nlgn1;Camk1d;Negr1;Dcx;Plxna1;Tcf4;Tmem106b;Ptprd;Vwc2l;Nf1;Nedd4l;Il1rapl1;Syt17;Sirt1;Dmd;Cdkl5;Efna5;Nlgn3;Robo1;Gsk3b;Plxna4;Slitrk1;Mecp2;Ncoa1;Pak3;Timp2;Bmpr2;L1cam;Lrrc7;Foxg1;Ep300;Map1b;Plxna2;Sez6;Cbfa2t2;Syt1;Sox11;Igf1r;Rapgef2;Syt4;Met;Ntrk3"
"MF"	"GO:0022838"	"substrate-specific channel activity"	317	-0.312794559149678	-1.6156154886633	4.09466874129883e-05	0.00189073879735343	0.00148420044975881	2647	c("tags=26%", "list=18%", "signal=22%")	"Cacng3;P2rx5;Gabra2;Trpa1;Tmem63c;Chrna5;Trpm6;Slc24a2;Trpv6;Cacng5;Lrrc8a;Chrm5;Scnn1a;Kcnk9;Gabra3;Scn9a;Kcna3;Ptk2b;Gabrb2;Kcna4;Scn3a;Clcn5;Glrb;Kcnmb2;Pex5l;Kcnc1;Gria4;Grid2;Gpr89;Grid1;Kcnq3;Gria1;Kcnq2;Trpm7;Trpc1;Trpc6;Itpr1;Trpc5;Grik2;Kcnc2;Ano2;Jph1;Lrrc8b;Trpc4;Pkd1;Kcnj6;Nalcn;Cacna1b;Gria2;Cacna1c;Kcnip4;Clcn6;Kcnma1;Kcnh7;Gria3;Lrrc8c;Il1rapl1;Kcnj3;Cacna1d;Kcnb2;Gabrb3;Kcnd1;Gabrb1;Kcnd3;Cacna2d1;Grin2a;Scn8a;Kcna2;Grin3a;Gpm6a;Gabra5;Kcnj5;Ryr3;Scn2a;Glra3;Cacnb2;Ryr2;Scn3b;Grik3;Slc24a4;Cacna1e;Grin2b;Chrna4"
"BP"	"GO:0010976"	"positive regulation of neuron projection development"	328	-0.322902642346272	-1.67356575240169	4.10863223632853e-05	0.00189073879735343	0.00148420044975881	2275	c("tags=29%", "list=15%", "signal=25%")	"Rab21;Ube2v2;Itsn1;Adnp;Kidins220;Rab11a;Epha4;Ptk2b;Map2k1;Amigo1;Crtc1;Stau2;Dlg5;Il1rap;Abl2;D16Ertd472e;Epha3;Nckipsd;Rtn4;Caprin1;Prkd1;Nrg1;Plk5;Dnm1l;Nlgn2;Plxnc1;Zfp804a;Cntf;Zeb2;Eif4g2;Cpne6;Prkci;Pias2;Fmr1;Map3k13;Lrp6;Skil;Pafah1b1;Rac1;Setx;Cntn1;Cobl;Arhgap35;Stmn2;Bcl11a;Cpeb1;Fzd4;Dpysl3;Trpc5;Vldlr;Plxna3;Reln;Nin;Cpeb3;Arsb;Snap91;Braf;Actr2;Enc1;Nlgn1;Camk1d;Negr1;Dcx;Plxna1;Tmem106b;Ptprd;Nf1;Nedd4l;Il1rapl1;Syt17;Sirt1;Dmd;Cdkl5;Efna5;Nlgn3;Robo1;Gsk3b;Plxna4;Slitrk1;Mecp2;Pak3;Bmpr2;L1cam;Lrrc7;Ep300;Map1b;Plxna2;Sez6;Cbfa2t2;Syt1;Igf1r;Rapgef2;Syt4;Met;Ntrk3"
"BP"	"GO:0006520"	"cellular amino acid metabolic process"	225	0.359429477607453	1.77901505979581	5.88697017268446e-05	0.00226807574378053	0.00178040406412461	3910	c("tags=41%", "list=27%", "signal=31%")	"Ddah1;Gad1;Adssl1;Amt;Sardh;Nos3;Aars;Plod3;Gldc;Gfpt2;Th;Hpdl;Gstz1;Bckdhb;Asrgl1;Azin2;Scly;Hars;Mpst;Hdc;Aspg;Aars2;P4htm;Tha1;Kyat1;Prodh;Dalrd3;Mars;Blmh;Vars2;Lars;Phgdh;Ddo;Ctps;Acy1;Farsa;Nars;Comt;Pcyox1l;Yars;Il4i1;Plod1;Cbs;Abat;Ears2;Nmnat3;Ggt7;Hibch;Ido1;Sars;Vars;Sephs2;Slc1a3;Gnmt;Gart;Bcat1;Psph;Gars;Cars;Shmt2;Nmnat1;Glul;Mri1;Aass;Egln2;Psat1;Plod2;Pah;Qdpr;Acat1;Cln3;Hibadh;Gamt;Atcay;Dct;Sars2;Ddah2;Gcsh;Bcat2;Cdo1;Txnrd1;Ivd;Aldh18a1;Mthfd1;Dglucy;Spr;Park7;Apc;Kars;Asns;Auh;Hars2;P4hb"
"MF"	"GO:0005539"	"glycosaminoglycan binding"	159	0.385421404420927	1.82044235180354	5.88801004887048e-05	0.00226807574378053	0.00178040406412461	3979	c("tags=45%", "list=27%", "signal=33%")	"Colq;Lipg;Anxa4;Adamts8;Ptn;Crispld2;Adamts5;Ptprc;Adamts1;Ltf;Hapln1;Sema5a;Hyal2;Apoe;Eng;Elane;Fgfrl1;Rspo1;Col11a1;Hapln2;Tnfaip6;Stab1;Tgfbr2;Fgf9;Bgn;Mpo;Vegfa;Adamts15;Anxa5;Nell1;Egflam;Fgf7;Hsd17b12;Nrp1;Habp4;Pcsk6;Pf4;Pla2g5;Pcolce;Pglyrp1;Fgf1;Hdgf;Bcan;Rpl29;Wisp1;Adamtsl5;Aplp1;Hk1;Fbn1;Fgfr2;Hapln4;Thbs3;Thbs4;Apoh;Hist1h1a;Layn;Acan;Fgfr1;Ccdc80;Thbs1;Postn;Thbs2;Serpine2;Vegfb;Lrpap1;Bmp7;Spock2;Pcolce2;Sulf2;Col5a1;Aamp"
"MF"	"GO:0030545"	"receptor regulator activity"	281	0.328558883830048	1.66934666865624	5.88893469171427e-05	0.00226807574378053	0.00178040406412461	2898	c("tags=29%", "list=20%", "signal=24%")	"Adcyap1;Scg2;Pnoc;Npy;Bdnf;Vgf;Sst;Gkn1;Lynx1;Crlf2;Ptn;Apln;Mif;Edn1;Nppc;Erfe;Inhba;Sfrp2;Pdgfb;Sema5a;Uts2b;Flt3l;Gdf10;Sema3a;Stc2;Il17b;C1qtnf4;Bmp1;Pcsk9;Retnlg;Wfikkn2;Fgf9;Pthlh;Cck;Ostn;Vegfa;Metrnl;Sema3e;Alkbh1;Tnfsf9;Fgf22;Ppbp;Pomc;Pdgfa;Retnla;Fgf7;Jag2;Wnt10a;Enho;Ccl28;Artn;Bmp2;Tgfb2;Pf4;Hmgb2;Tgfb1;Sema7a;Gh;Pglyrp1;Cmtm5;Zfp653;Il16;Fgf1;Gas6;Inha;Hdgf;Fgf23;Areg;Clcf1;Inhbe;Dkk2;Ly6g6d;Fbn1;Apoa1;Fgf5;Sema3g;Lgals3;Cxcl12;Cxcl14;Thbs4;Grn"
"BP"	"GO:0050830"	"defense response to Gram-positive bacterium"	51	0.536717079501058	2.07509146423385	5.89228895785049e-05	0.00226807574378053	0.00178040406412461	3222	c("tags=41%", "list=22%", "signal=32%")	"H2-T23;Chga;Acp5;Camp;Rarres2;Hist1h2bf;Nod1;Hist1h2be;Cd36;Myo1f;Lyz2;Lbp;Hmgb2;Pglyrp1;Romo1;Lyzl4;Hck;Tnfrsf14;Tirap;Ssc5d;Ppp1r11"
"CC"	"GO:0098798"	"mitochondrial protein complex"	258	0.34551394526183	1.73843185260183	5.89750142522951e-05	0.00226807574378053	0.00178040406412461	4129	c("tags=38%", "list=28%", "signal=28%")	"Cox6a1;Ndufb10;mt-Nd4l;Smdt1;mt-Atp6;mt-Atp8;Mrpl34;Mrps12;Bckdhb;Atp5a1;Mrpl54;Timm23;Atp5g3;Cox7a1;mt-Co3;Pam16;mt-Co2;Mrpl57;Suclg2;Polrmt;Ppif;Atp5b;Ndufs7;Ndufs2;Mrps24;Mrpl2;Uqcrc1;AA467197;Mrpl12;mt-Co1;Mrps26;Atp5g2;Mrps7;Immt;Cox6a2;Mpv17l2;Atp5d;Minos1;Spg7;Cyc1;Ndufb9;Dna2;Ndufa10;Afg3l1;Mrpl4;Cox4i2;Polg;Cox4i1;Romo1;Apoo;Mrpl39;Mrps28;Tomm40;Timm21;Mrps10;Ndufc2;Hsd17b10;Mrpl9;Mrpl43;Sdhc;Etfa;Mrps2;Dlat;mt-Nd3;Mrps15;Ndufb8;Mrpl44;Suclg1;Mief1;Mrpl40;Immp2l;Ndufv1;Timm50;Ndufa9;Mtg2;Uqcc3;Mrps18a;Dnajc11;Hadha;Mrpl37;Pink1;Mtx1;Park7;Ndufa13;Mrpl10;Mrpl15;Apool;Ndufs3;Tomm40l;Mrpl36;Mrpl58;Mrpl28;Foxred1;Mrps22;Ndufb2;Timm10b;Sdhb;Ndufa4l2"
"MF"	"GO:0048018"	"receptor ligand activity"	255	0.348437959507365	1.75048232781197	5.89935697009026e-05	0.00226807574378053	0.00178040406412461	2898	c("tags=29%", "list=20%", "signal=24%")	"Adcyap1;Scg2;Pnoc;Npy;Bdnf;Vgf;Sst;Gkn1;Crlf2;Ptn;Apln;Mif;Edn1;Nppc;Erfe;Inhba;Sfrp2;Pdgfb;Sema5a;Uts2b;Flt3l;Gdf10;Sema3a;Stc2;Il17b;C1qtnf4;Bmp1;Retnlg;Fgf9;Pthlh;Cck;Ostn;Vegfa;Metrnl;Sema3e;Alkbh1;Tnfsf9;Fgf22;Ppbp;Pomc;Pdgfa;Retnla;Fgf7;Jag2;Wnt10a;Enho;Ccl28;Artn;Bmp2;Tgfb2;Pf4;Hmgb2;Tgfb1;Sema7a;Gh;Pglyrp1;Cmtm5;Il16;Fgf1;Gas6;Inha;Hdgf;Fgf23;Areg;Clcf1;Inhbe;Fbn1;Apoa1;Fgf5;Sema3g;Lgals3;Cxcl12;Cxcl14;Thbs4;Grn"
"BP"	"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	233	0.341630388236777	1.69751227765077	5.90400094464015e-05	0.00226807574378053	0.00178040406412461	3165	c("tags=32%", "list=22%", "signal=25%")	"Adcyap1;Bdnf;Adssl1;Mif;Cox6a1;Chchd10;Enpp1;Eif6;mt-Nd4l;mt-Atp6;Cdk1;mt-Atp8;Atp5a1;Pfkm;Atp5g3;Hkdc1;Cox7a1;mt-Co3;mt-Co2;Ampd2;Aldoc;Ppif;Atp5b;Esrrb;Eno4;Ndufs2;Pgam1;Uqcrc1;mt-Co1;Atp5g2;Cox6a2;Hk3;Pgk1;Atp5d;Sirt6;Aprt;Adsl;Entpd1;Taz;Cyc1;Nudt9;Ndufb9;Ndufa10;Tgfb1;Cox4i2;Atic;Galk1;Cox4i1;Pde12;Tspo;Impdh1;Gart;Ndufc2;Pkm;Tefm;Bad;Shmt2;Nmnat1;Sdhc;Hk1;Ldhd;Myc;Bcl2l1;Ndufb8;Eno3;Hdac4;Nipsnap2;Slc25a33;Jmjd8;Ndufv1;Atp1a2;Gale;Actn3;Aldoa"
"BP"	"GO:0009126"	"purine nucleoside monophosphate metabolic process"	234	0.345446372390358	1.71748126891787	5.90434953749262e-05	0.00226807574378053	0.00178040406412461	3165	c("tags=32%", "list=22%", "signal=26%")	"Adcyap1;Bdnf;Adssl1;Mif;Cox6a1;Chchd10;Enpp1;Eif6;mt-Nd4l;mt-Atp6;Cdk1;mt-Atp8;Atp5a1;Pfkm;Atp5g3;Hkdc1;Cox7a1;Nt5c1a;mt-Co3;mt-Co2;Ampd2;Aldoc;Ppif;Atp5b;Esrrb;Eno4;Ndufs2;Pgam1;Uqcrc1;mt-Co1;Atp5g2;Cox6a2;Hk3;Pgk1;Atp5d;Sirt6;Aprt;Adsl;Entpd1;Taz;Cyc1;Nudt9;Ndufb9;Ndufa10;Tgfb1;Cox4i2;Atic;Galk1;Cox4i1;Pde12;Tspo;Impdh1;Gart;Ndufc2;Pkm;Tefm;Bad;Shmt2;Nmnat1;Sdhc;Hk1;Ldhd;Myc;Bcl2l1;Ndufb8;Eno3;Hdac4;Nipsnap2;Slc25a33;Jmjd8;Ndufv1;Atp1a2;Gale;Actn3;Aldoa"
"BP"	"GO:0019730"	"antimicrobial humoral response"	32	0.603420746574026	2.09727294305673	5.92510665191973e-05	0.00226807574378053	0.00178040406412461	2062	c("tags=44%", "list=14%", "signal=38%")	"H2-T23;Camp;Rarres2;Ltf;Elane;Hist1h2bf;Hist1h2be;Colec11;S100a9;Ppbp;Fam3a;Pf4;Pglyrp1;Romo1"
"CC"	"GO:0099523"	"presynaptic cytosol"	24	-0.661013229337222	-2.1519715040559	6.07915054003121e-05	0.00226807574378053	0.00178040406412461	1605	c("tags=42%", "list=11%", "signal=37%")	"Camk2a;Fmr1;Anks1b;Htt;Stxbp5;Sh3gl2;Calb1;Prkce;Prkcg"
"BP"	"GO:0021549"	"cerebellum development"	87	-0.456844881052983	-1.96673805102088	6.0882800608828e-05	0.00226807574378053	0.00178040406412461	2653	c("tags=40%", "list=18%", "signal=33%")	"Dixdc1;Atp2b2;Atp7a;Kndc1;Rora;Sez6l2;Fcgr2b;Nfix;Map2k1;Abl2;Ulk1;Usp9x;Grid2;Lrp6;Ttbk2;Cntn1;Nanos1;Fzd4;Cplane1;Atxn2;Rpgrip1l;Atrn;Nrxn1;Nr2c2;Herc1;Mecp2;Zbtb18;Sez6;Rere;Foxp2;Faim2;Igf1r;Sez6l;Agtr2"
"CC"	"GO:0034708"	"methyltransferase complex"	114	-0.431952263939621	-1.94719008670208	6.09174162893171e-05	0.00226807574378053	0.00178040406412461	3526	c("tags=40%", "list=24%", "signal=31%")	"Zc3h13;Wtap;Zfp91;Ak6;Setd1a;Rammet;Kdm6b;Kdm4c;Mtf2;Kmt2b;Trim37;Kdm5d;Uty;Rbbp4;Kansl1;Zfp407;Tex10;Taf4;Wdr82;Eed;Suz12;Kdm5b;Kdm5a;Chd8;Gm42742;Phf20;Zfp142;Hcfc1;Rnf2;Dydc2;Aebp2;Cbll1;Setd1b;Mga;Zfp827;Sirt1;Cbx5;Pogz;Kmt2c;Bptf;Zfp451;Nsd1;Kmt2a;Kmt2d;Ncoa6"
