"Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CST<WT","CC","GO:0099240","intrinsic component of synaptic membrane","11/129","227/14212",6.90342388377057e-06,0.000311804645416971,0.000245858780422005,"Atp2b4/Cacna1e/Chrna4/Grin2b/Shisa7/Ntrk3/Grm5/Gsg1l/Glra3/Chrm3/Htr1a",11
"CST<WT","BP","GO:0008015","blood circulation","14/127","371/13966",6.96179401719078e-06,0.00591471211058119,0.0050449053067901,"Myl1/Atp2b4/Cacna1e/Cd34/Cacnb2/Met/Sgcz/Npy1r/Scn3b/Chrm3/Ryr2/Htr1a/Agtr2/Ar",14
"CST<WT","CC","GO:0014069","postsynaptic density","14/129","379/14212",8.75565553229082e-06,0.000324315865477217,0.00025572391024228,"Hnrnpa3/Pclo/Met/Grin2b/Prkcg/Shisa7/Grm5/Gsg1l/Adgra1/Arhgap32/Tanc2/Chrm3/Pcbp2/Mapk1",14
"CST<WT","BP","GO:0003013","circulatory system process","14/127","379/13966",8.87416861285601e-06,0.00591471211058119,0.0050449053067901,"Myl1/Atp2b4/Cacna1e/Cd34/Cacnb2/Met/Sgcz/Npy1r/Scn3b/Chrm3/Ryr2/Htr1a/Agtr2/Ar",14
"CST<WT","CC","GO:0032279","asymmetric synapse","14/129","382/14212",9.57390008788832e-06,0.000324315865477217,0.00025572391024228,"Hnrnpa3/Pclo/Met/Grin2b/Prkcg/Shisa7/Grm5/Gsg1l/Adgra1/Arhgap32/Tanc2/Chrm3/Pcbp2/Mapk1",14
"CST<WT","BP","GO:0001508","action potential","8/127","115/13966",9.82102467510367e-06,0.00591471211058119,0.0050449053067901,"Cacnb2/Chrna4/Grin2b/Ntrk3/Scn3b/Ank3/Ryr2/Gnaq",8
"WT<CST","BP","GO:0007218","neuropeptide signaling pathway","6/131","55/13966",1.20757971909668e-05,0.0118403191457429,0.0111160890984215,"Ecel1/Hcrtr1/Npy/Hcrtr2/Pnoc/Adcyap1",6
"CST<WT","CC","GO:0034702","ion channel complex","11/129","241/14212",1.21548058345122e-05,0.000365994709016979,0.000288587787649822,"Cacna1e/Nos1ap/Cacnb2/Chrna4/Grik3/Cntnap2/Grin2b/Shisa7/Glra3/Scn3b/Ryr2",11
"WT<CST","MF","GO:0030545","receptor regulator activity","12/130","281/13889",1.28343738319923e-05,0.00212735667969308,0.00194219584451625,"Scg2/Bdnf/Crlf2/Vgf/Ptn/Npy/Gkn1/Pnoc/Lynx1/Sst/Adcyap1/Apln",12
"CST<WT","CC","GO:0099055","integral component of postsynaptic membrane","9/129","158/14212",1.35736038564465e-05,0.000367844664509699,0.000290046482406172,"Cacna1e/Chrna4/Grin2b/Shisa7/Ntrk3/Grm5/Gsg1l/Glra3/Chrm3",9
"WT<CST","MF","GO:0005201","extracellular matrix structural constituent","8/130","117/13889",1.37692988976899e-05,0.00212735667969308,0.00194219584451625,"Col9a3/Ecm1/Col27a1/Vwa1/Papln/Colq/Col11a2/Srpx2",8
"CST<WT","BP","GO:0021549","cerebellum development","7/127","87/13966",1.39213113538415e-05,0.00670728781028084,0.00572092626583129,"Rere/Sez6l/Foxp2/Igf1r/Sez6/Faim2/Agtr2",7
"CST<WT","MF","GO:0004930","G protein-coupled receptor activity","11/123","253/13889",1.50490747096093e-05,0.00267121076095564,0.00230488460026121,"Adgrb3/Grik3/Grm5/Adgra1/Npy1r/Gpr83/Nmbr/Gpr68/Chrm3/Htr1a/Agtr2",11
"CST<WT","CC","GO:1902495","transmembrane transporter complex","11/129","249/14212",1.64987047463052e-05,0.000406468089658975,0.00032050115440191,"Cacna1e/Nos1ap/Cacnb2/Chrna4/Grik3/Cntnap2/Grin2b/Shisa7/Glra3/Scn3b/Ryr2",11
"CST<WT","BP","GO:0007626","locomotory behavior","10/127","209/13966",2.07335047887378e-05,0.00761556465372958,0.00649563356888866,"Cacna1e/Astn1/Pak7/Chrna4/Sez6l/Chl1/Grm5/Npy1r/Sez6/Vps13a",10
"CST<WT","CC","GO:0098936","intrinsic component of postsynaptic membrane","9/129","167/14212",2.11360229833439e-05,0.000445002892461897,0.000350885947445194,"Cacna1e/Chrna4/Grin2b/Shisa7/Ntrk3/Grm5/Gsg1l/Glra3/Chrm3",9
"CST<WT","CC","GO:1990351","transporter complex","11/129","256/14212",2.13470022214194e-05,0.000445002892461897,0.000350885947445194,"Cacna1e/Nos1ap/Cacnb2/Chrna4/Grik3/Cntnap2/Grin2b/Shisa7/Glra3/Scn3b/Ryr2",11
"CST<WT","BP","GO:0032412","regulation of ion transmembrane transporter activity","10/127","215/13966",2.64472208331696e-05,0.00761556465372958,0.00649563356888866,"Nos1ap/Cacnb2/Chrna4/Shisa7/Grm5/Gsg1l/Scn3b/Ank3/Ryr2/Fhl1",10
"CST<WT","BP","GO:0022037","metencephalon development","7/127","96/13966",2.65408060319477e-05,0.00761556465372958,0.00649563356888866,"Rere/Sez6l/Foxp2/Igf1r/Sez6/Faim2/Agtr2",7
"WT<CST","MF","GO:0048018","receptor ligand activity","11/130","255/13889",2.72838860073785e-05,0.00281024025875998,0.00256564261402717,"Scg2/Bdnf/Crlf2/Vgf/Ptn/Npy/Gkn1/Pnoc/Sst/Adcyap1/Apln",11
"CST<WT","CC","GO:0030016","myofibril","9/129","173/14212",2.79596894123488e-05,0.00054121970219618,0.000426753154188482,"Myl1/Sphkap/Atp2b4/Nos1ap/Chl1/Grin2b/Scn3b/Ank3/Ryr2",9
"CST<WT","BP","GO:0042391","regulation of membrane potential","13/127","372/13966",3.377602600648e-05,0.00761556465372958,0.00649563356888866,"Cacnb2/Chrna4/Grik3/Met/Grin2b/Ntrk3/Glra3/Scn3b/Ank3/Sez6/Ryr2/Gnaq/Fhl1",13
"CST<WT","BP","GO:0060047","heart contraction","9/127","177/13966",3.38496800170208e-05,0.00761556465372958,0.00649563356888866,"Myl1/Atp2b4/Cacna1e/Cacnb2/Met/Sgcz/Scn3b/Ryr2/Agtr2",9
"CST<WT","BP","GO:0022898","regulation of transmembrane transporter activity","10/127","222/13966",3.47742678252492e-05,0.00761556465372958,0.00649563356888866,"Nos1ap/Cacnb2/Chrna4/Shisa7/Grm5/Gsg1l/Scn3b/Ank3/Ryr2/Fhl1",10
"CST<WT","CC","GO:0098978","glutamatergic synapse","15/129","489/14212",3.68507662620998e-05,0.000665770510468603,0.000524961793067106,"Atp2b4/Nos1ap/Grik3/Pclo/Grin2b/Shisa7/Ntrk3/Grm5/Gsg1l/Adgra1/Glra3/Syt1/Tanc2/Chrm3/Syt4",15
"CST<WT","BP","GO:0003015","heart process","9/127","184/13966",4.58663519461679e-05,0.00837986483783833,0.00714753715822701,"Myl1/Atp2b4/Cacna1e/Cacnb2/Met/Sgcz/Scn3b/Ryr2/Agtr2",9
"CST<WT","CC","GO:0030018","Z disc","7/129","105/14212",4.69246449713438e-05,0.000733957036605357,0.000578727047702029,"Sphkap/Atp2b4/Nos1ap/Grin2b/Scn3b/Ank3/Ryr2",7
"CST<WT","BP","GO:0050890","cognition","11/127","279/13966",4.75416839079743e-05,0.00837986483783833,0.00714753715822701,"Adgrb3/Cacna1e/Pak7/Chrna4/Foxp2/Cntnap2/Chl1/Grin2b/Shisa7/Grm5/Syt4",11
"CST<WT","CC","GO:0098797","plasma membrane protein complex","14/129","442/14212",4.81778462877821e-05,0.000733957036605357,0.000578727047702029,"Cacna1e/Nos1ap/Fcer1g/Cacnb2/Chrna4/Grik3/Cntnap2/Grin2b/Shisa7/Igf1r/Sgcz/Glra3/Scn3b/Gnaq",14
"CST<WT","BP","GO:0032409","regulation of transporter activity","10/127","231/13966",4.86999201866902e-05,0.00837986483783833,0.00714753715822701,"Nos1ap/Cacnb2/Chrna4/Shisa7/Grm5/Gsg1l/Scn3b/Ank3/Ryr2/Fhl1",10
"CST<WT","CC","GO:0034703","cation channel complex","9/129","186/14212",4.93553582136682e-05,0.000733957036605357,0.000578727047702029,"Cacna1e/Nos1ap/Cacnb2/Grik3/Cntnap2/Grin2b/Shisa7/Scn3b/Ryr2",9
"CST<WT","CC","GO:0043292","contractile fiber","9/129","187/14212",5.14582424188258e-05,0.000733957036605357,0.000578727047702029,"Myl1/Sphkap/Atp2b4/Nos1ap/Chl1/Grin2b/Scn3b/Ank3/Ryr2",9
"CST<WT","CC","GO:0042383","sarcolemma","8/129","150/14212",6.62951747770787e-05,0.000896579593772102,0.000706955360402939,"Atp2b4/Nos1ap/Cacnb2/Igf1r/Sgcz/Ank3/Ryr2/Slc38a2",8
"CST<WT","CC","GO:0031674","I band","7/129","112/14212",7.08733671098021e-05,0.000896579593772102,0.000706955360402939,"Sphkap/Atp2b4/Nos1ap/Grin2b/Scn3b/Ank3/Ryr2",7
"CST<WT","CC","GO:0030017","sarcomere","8/129","152/14212",7.2785059273012e-05,0.000896579593772102,0.000706955360402939,"Sphkap/Atp2b4/Nos1ap/Chl1/Grin2b/Scn3b/Ank3/Ryr2",8
"CST<WT","MF","GO:0004713","protein tyrosine kinase activity","7/123","116/13889",7.55407949624623e-05,0.00686326177533962,0.00592204351852877,"Epha5/Met/Igf1r/Ntrk3/Peak1/Dyrk2/Sla",7
"CST<WT","MF","GO:0042165","neurotransmitter binding","5/123","50/13889",7.73325270460802e-05,0.00686326177533962,0.00592204351852877,"Chrna4/Grin2b/Glra3/Chrm3/Htr1a",5
"CST<WT","MF","GO:0042562","hormone binding","6/123","84/13889",9.87321089110183e-05,0.0070099797326823,0.00604864077749607,"Chrna4/Igf1r/Crym/Chrm3/Agtr2/Ar",6
"CST<WT","BP","GO:0007215","glutamate receptor signaling pathway","6/127","82/13966",9.99694279766196e-05,0.0160550901330451,0.0136940577831833,"Grik3/Grin2b/Shisa7/Grm5/Gsg1l/Gnaq",6
"CST<WT","BP","GO:0021680","cerebellar Purkinje cell layer development","4/127","28/13966",0.000112749293734293,0.0168554961692714,0.0143767575637053,"Rere/Sez6l/Sez6/Faim2",4
"CST<WT","BP","GO:0035640","exploration behavior","4/127","29/13966",0.00012987277868307,0.0168554961692714,0.0143767575637053,"Chrna4/Chl1/Htr1a/Agtr2",4
"CST<WT","BP","GO:0023061","signal release","13/127","425/13966",0.000130526083934685,0.0168554961692714,0.0143767575637053,"Cacna1e/Chrna4/Pclo/Epha5/Prkcg/Glra3/Npy1r/Syt1/Sox11/Gpr68/Htr1a/Syt4/Agtr2",13
"CST<WT","CC","GO:0044449","contractile fiber part","8/129","166/14212",0.000134652540895009,0.00158655819924119,0.00125100529984836,"Sphkap/Atp2b4/Nos1ap/Chl1/Grin2b/Scn3b/Ank3/Ryr2",8
"CST<WT","BP","GO:0015844","monoamine transport","6/127","88/13966",0.000148002853682357,0.0168554961692714,0.0143767575637053,"Fcer1g/Chrna4/Syt1/Htr1a/Syt4/Agtr2",6
"CST<WT","BP","GO:0021695","cerebellar cortex development","5/127","56/13966",0.000151407674494269,0.0168554961692714,0.0143767575637053,"Rere/Sez6l/Sez6/Faim2/Agtr2",5
"CST<WT","BP","GO:0048489","synaptic vesicle transport","8/127","169/13966",0.000153931471865492,0.0168554961692714,0.0143767575637053,"Chrna4/Pclo/Prkcg/Glra3/Syt1/Htr1a/Dpysl2/Syt4",8
"CST<WT","BP","GO:0097480","establishment of synaptic vesicle localization","8/127","169/13966",0.000153931471865492,0.0168554961692714,0.0143767575637053,"Chrna4/Pclo/Prkcg/Glra3/Syt1/Htr1a/Dpysl2/Syt4",8
"WT<CST","MF","GO:0005179","hormone activity","5/130","55/13889",0.000159006121895553,0.0122832229164315,0.0112141159652654,"Vgf/Npy/Sst/Adcyap1/Apln",5
"CST<WT","CC","GO:0099634","postsynaptic specialization membrane","7/129","128/14212",0.000164052060947735,0.00185242118820151,0.00146063896370132,"Chrna4/Grin2b/Shisa7/Grm5/Gsg1l/Glra3/Chrm3",7
"CST<WT","BP","GO:0014049","positive regulation of glutamate secretion","3/127","13/13966",0.000196497071968446,0.0180963140209358,0.0154351029992207,"Grin2b/Dpysl2/Syt4",3
"CST<WT","BP","GO:0034765","regulation of ion transmembrane transport","12/127","385/13966",0.0002012898879654,0.0180963140209358,0.0154351029992207,"Atp2b4/Cacna1e/Nos1ap/Cacnb2/Chrna4/Shisa7/Grm5/Gsg1l/Scn3b/Ank3/Ryr2/Fhl1",12
"CST<WT","BP","GO:0045055","regulated exocytosis","9/127","224/13966",0.000206021244141629,0.0180963140209358,0.0154351029992207,"Fcer1g/Chrna4/Pclo/Prkcg/Glra3/Syt1/Pla2g3/Htr1a/Syt4",9
"CST<WT","BP","GO:0016079","synaptic vesicle exocytosis","7/127","133/13966",0.000209909451622027,0.0180963140209358,0.0154351029992207,"Chrna4/Pclo/Prkcg/Glra3/Syt1/Htr1a/Syt4",7
"CST<WT","BP","GO:0030902","hindbrain development","7/127","133/13966",0.000209909451622027,0.0180963140209358,0.0154351029992207,"Rere/Sez6l/Foxp2/Igf1r/Sez6/Faim2/Agtr2",7
"CST<WT","BP","GO:0051952","regulation of amine transport","6/127","94/13966",0.000212719343163349,0.0180963140209358,0.0154351029992207,"Chrna4/Grin2b/Syt1/Dpysl2/Syt4/Agtr2",6
"CST<WT","BP","GO:1904062","regulation of cation transmembrane transport","10/127","277/13966",0.000217846868662157,0.0180963140209358,0.0154351029992207,"Atp2b4/Nos1ap/Cacnb2/Chrna4/Shisa7/Gsg1l/Scn3b/Ank3/Ryr2/Fhl1",10
"CST<WT","BP","GO:0097479","synaptic vesicle localization","8/127","180/13966",0.000237064016103287,0.0181248284262166,0.0154594241279303,"Chrna4/Pclo/Prkcg/Glra3/Syt1/Htr1a/Dpysl2/Syt4",8
"CST<WT","BP","GO:0007638","mechanosensory behavior","3/127","14/13966",0.00024842803932088,0.0181248284262166,0.0154594241279303,"Foxp2/Cntnap2/Etv1",3
"CST<WT","CC","GO:0042734","presynaptic membrane","8/129","182/14212",0.00025300453013588,0.00265748642517502,0.00209543501382998,"Atp2b4/Cacna1e/Chrna4/Grik3/Grin2b/Syt1/Chrm3/Htr1a",8
"CST<WT","CC","GO:0044306","neuron projection terminus","8/129","183/14212",0.000262582932332378,0.00265748642517502,0.00209543501382998,"Grik3/Pclo/Grin2b/Prkcg/Syt1/Chrm3/Dpysl2/Syt4",8
"CST<WT","CC","GO:0099060","integral component of postsynaptic specialization membrane","6/129","98/14212",0.000264768020220389,0.00265748642517502,0.00209543501382998,"Chrna4/Grin2b/Shisa7/Gsg1l/Glra3/Chrm3",6
"CST<WT","BP","GO:0015837","amine transport","6/127","98/13966",0.000266996901582105,0.0181248284262166,0.0154594241279303,"Chrna4/Grin2b/Syt1/Dpysl2/Syt4/Agtr2",6
"CST<WT","BP","GO:2000300","regulation of synaptic vesicle exocytosis","6/127","98/13966",0.000266996901582105,0.0181248284262166,0.0154594241279303,"Chrna4/Prkcg/Glra3/Syt1/Htr1a/Syt4",6
"CST<WT","BP","GO:0034762","regulation of transmembrane transport","13/127","459/13966",0.000277312775790713,0.0181248284262166,0.0154594241279303,"Atp2b4/Cacna1e/Nos1ap/Cacnb2/Chrna4/Met/Shisa7/Grm5/Gsg1l/Scn3b/Ank3/Ryr2/Fhl1",13
"CST<WT","BP","GO:0099003","vesicle-mediated transport in synapse","9/127","235/13966",0.000294007449568051,0.0181248284262166,0.0154594241279303,"Chrna4/Pclo/Prkcg/Gsg1l/Glra3/Syt1/Htr1a/Dpysl2/Syt4",9
"WT<CST","BP","GO:1901342","regulation of vasculature development","10/131","279/13966",0.000296895291627366,0.146225083006576,0.13728101676293,"Creb3l1/Ecm1/Ddah1/Serpine1/Ptn/Serpinf1/Tmem100/Sphk1/Tnmd/Srpx2",10
"CST<WT","BP","GO:0050804","modulation of chemical synaptic transmission","13/127","463/13966",0.000301496767696143,0.0181248284262166,0.0154594241279303,"Chrna4/Rapgef2/Grik3/Met/Grin2b/Prkcg/Shisa7/Grm5/Glra3/Syt1/Htr1a/Mapk1/Syt4",13
"CST<WT","BP","GO:0050918","positive chemotaxis","4/127","36/13966",0.00030664379470906,0.0181248284262166,0.0154594241279303,"Met/Ntrk3/Fgf10/Vegfd",4
"CST<WT","BP","GO:0099177","regulation of trans-synaptic signaling","13/127","464/13966",0.000307817249903242,0.0181248284262166,0.0154594241279303,"Chrna4/Rapgef2/Grik3/Met/Grin2b/Prkcg/Shisa7/Grm5/Glra3/Syt1/Htr1a/Mapk1/Syt4",13
"CST<WT","BP","GO:0086014","atrial cardiac muscle cell action potential","3/127","15/13966",0.000308475701733035,0.0181248284262166,0.0154594241279303,"Cacnb2/Scn3b/Ryr2",3
"CST<WT","BP","GO:0086026","atrial cardiac muscle cell to AV node cell signaling","3/127","15/13966",0.000308475701733035,0.0181248284262166,0.0154594241279303,"Cacnb2/Scn3b/Ryr2",3
"CST<WT","BP","GO:0086066","atrial cardiac muscle cell to AV node cell communication","3/127","15/13966",0.000308475701733035,0.0181248284262166,0.0154594241279303,"Cacnb2/Scn3b/Ryr2",3
"CST<WT","BP","GO:1902803","regulation of synaptic vesicle transport","6/127","102/13966",0.000331613213747844,0.0190203864742513,0.016223283038491,"Chrna4/Prkcg/Glra3/Syt1/Htr1a/Syt4",6
"WT<CST","MF","GO:0005184","neuropeptide hormone activity","3/130","15/13889",0.000335771884833045,0.0207507024826822,0.0189446031863697,"Vgf/Npy/Adcyap1",3
"CST<WT","CC","GO:0030315","T-tubule","5/129","67/14212",0.000350885598078397,0.00339607132425877,0.00267781114322987,"Atp2b4/Nos1ap/Cacnb2/Igf1r/Ank3",5
"CST<WT","CC","GO:0098948","intrinsic component of postsynaptic specialization membrane","6/129","104/14212",0.000365153768908052,0.00341229901289938,0.00269060671826986,"Chrna4/Grin2b/Shisa7/Gsg1l/Glra3/Chrm3",6
"CST<WT","BP","GO:0110110","positive regulation of animal organ morphogenesis","5/127","68/13966",0.000378789491390393,0.0212210205758013,0.0181002958921432,"Cd34/Foxp2/Fgf10/Agtr2/Ar",5
"CST<WT","BP","GO:0015696","ammonium transport","6/127","105/13966",0.000387653455457159,0.0212240266862794,0.0181028599294826,"Fcer1g/Chrna4/Syt1/Htr1a/Slc38a2/Syt4",6
"WT<CST","BP","GO:0050678","regulation of epithelial cell proliferation","10/131","289/13966",0.000392456339404625,0.146225083006576,0.13728101676293,"Scg2/Ecm1/Rap1gap/Ptn/Ccnd1/Gpx1/Serpinf1/Plau/Apln/Tnmd",10
"CST<WT","BP","GO:1903522","regulation of blood circulation","8/127","195/13966",0.000406580399293734,0.0217656040421913,0.0185647939045934,"Atp2b4/Cacna1e/Cacnb2/Npy1r/Scn3b/Chrm3/Ryr2/Agtr2",8
"WT<CST","BP","GO:0042135","neurotransmitter catabolic process","3/131","16/13966",0.000413061026059822,0.146225083006576,0.13728101676293,"Ache/Amt/Colq",3
"CST<WT","CC","GO:0099056","integral component of presynaptic membrane","6/129","107/14212",0.000425399205014073,0.00384277281862713,0.00303003644273182,"Atp2b4/Cacna1e/Chrna4/Grin2b/Chrm3/Htr1a",6
"CST<WT","BP","GO:0072578","neurotransmitter-gated ion channel clustering","3/127","17/13966",0.000454927963121605,0.0233174779395733,0.0198884520495716,"Shisa7/Glra3/Htr1a",3
"CST<WT","BP","GO:0086012","membrane depolarization during cardiac muscle cell action potential","3/127","17/13966",0.000454927963121605,0.0233174779395733,0.0198884520495716,"Cacnb2/Scn3b/Ank3",3
"CST<WT","BP","GO:0007612","learning","7/127","152/13966",0.000473270514584982,0.0233910751756733,0.0199512262100082,"Adgrb3/Cacna1e/Pak7/Foxp2/Cntnap2/Grin2b/Grm5",7
"CST<WT","MF","GO:0015085","calcium ion transmembrane transporter activity","6/123","112/13889",0.000475232596887984,0.0281179286492057,0.0242618746832286,"Atp2b4/Cacna1e/Cacnb2/Grin2b/Slc24a4/Ryr2",6
"CST<WT","BP","GO:0007611","learning or memory","9/127","251/13966",0.000475783596350349,0.0233910751756733,0.0199512262100082,"Adgrb3/Cacna1e/Pak7/Foxp2/Cntnap2/Grin2b/Shisa7/Grm5/Syt4",9
"CST<WT","BP","GO:0043270","positive regulation of ion transport","9/127","252/13966",0.000489675577879241,0.0235925693422218,0.0201230890109532,"Cacnb2/Chrna4/Grin2b/Scn3b/Ank3/Ryr2/Dpysl2/Syt4/Fhl1",9
"WT<CST","BP","GO:0043062","extracellular structure organization","9/131","245/13966",0.000501111098354114,0.146225083006576,0.13728101676293,"Creb3l1/Col9a3/Col27a1/Vwa1/Colq/Col11a2/Lipg/Kazald1/Nox1",9
"CST<WT","CC","GO:0060076","excitatory synapse","5/129","73/14212",0.000522576677347808,0.00456833159875019,0.00360214144317844,"Pclo/Met/Grin2b/Shisa7/Syt1",5
"CST<WT","BP","GO:0051899","membrane depolarization","5/127","73/13966",0.000526420663582832,0.0243624510275709,0.0207797532961125,"Cacnb2/Chrna4/Scn3b/Ank3/Fhl1",5
"CST<WT","BP","GO:0006935","chemotaxis","12/127","429/13966",0.000535994148800854,0.0243624510275709,0.0207797532961125,"Fcer1g/Epha5/Met/Chl1/Ntrk3/Ank3/Etv1/Lyst/Fgf10/Dpysl2/Matn2/Vegfd",12
"CST<WT","BP","GO:0051656","establishment of organelle localization","12/127","429/13966",0.000535994148800854,0.0243624510275709,0.0207797532961125,"Fcer1g/Chrna4/Pclo/Prkcg/Glra3/Wasf1/Syt1/Pla2g3/Htr1a/Fgf10/Dpysl2/Syt4",12
"CST<WT","BP","GO:0001764","neuron migration","7/127","156/13966",0.000552944375438096,0.0244644858091481,0.020866783028318,"Nav1/Astn1/Rapgef2/Met/Chl1/Ntrk3/Matn2",7
"WT<CST","BP","GO:0010469","regulation of signaling receptor activity","6/131","109/13966",0.000558365271114604,0.146225083006576,0.13728101676293,"Serpine1/Nptx2/Ramp3/Crhbp/Plau/Lynx1",6
"CST<WT","BP","GO:0042330","taxis","12/127","431/13966",0.000558549904318449,0.0244644858091481,0.020866783028318,"Fcer1g/Epha5/Met/Chl1/Ntrk3/Ank3/Etv1/Lyst/Fgf10/Dpysl2/Matn2/Vegfd",12
"WT<CST","CC","GO:0033267","axon part","12/134","417/14212",0.000580800113262087,0.0447216087211807,0.0425920083058864,"Gad1/Bdnf/Kcnip3/Nptx2/Npy/Ank1/Serpinf1/Kif3c/Nrsn1/Crhbp/Pnoc/Adcyap1",12
"WT<CST","MF","GO:0071855","neuropeptide receptor binding","3/130","18/13889",0.000589933408137925,0.0303815705191032,0.0277372198913972,"Npy/Adcyap1/Apln",3
"WT<CST","BP","GO:0045765","regulation of angiogenesis","9/131","251/13966",0.000596532720067621,0.146225083006576,0.13728101676293,"Creb3l1/Ecm1/Ddah1/Serpine1/Ptn/Serpinf1/Sphk1/Tnmd/Srpx2",9
"CST<WT","BP","GO:0035637","multicellular organismal signaling","6/127","115/13966",0.000629582562838522,0.0267046723806948,0.0227775318376773,"Cacna1e/Cacnb2/Ntrk3/Scn3b/Ank3/Ryr2",6
"CST<WT","BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","7/127","160/13966",0.000642951846442632,0.0267046723806948,0.0227775318376773,"Adgrb3/Atp2b4/Rapgef2/Chrm3/Htr1a/Gnaq/Agtr2",7
"CST<WT","BP","GO:1903305","regulation of regulated secretory pathway","7/127","160/13966",0.000642951846442632,0.0267046723806948,0.0227775318376773,"Fcer1g/Chrna4/Prkcg/Glra3/Syt1/Htr1a/Syt4",7
"CST<WT","MF","GO:0022824","transmitter-gated ion channel activity","4/123","45/13889",0.00065914147130341,0.0292494027890888,0.0252381800196437,"Chrna4/Grik3/Grin2b/Glra3",4
"CST<WT","MF","GO:0022835","transmitter-gated channel activity","4/123","45/13889",0.00065914147130341,0.0292494027890888,0.0252381800196437,"Chrna4/Grik3/Grin2b/Glra3",4
"CST<WT","BP","GO:0017156","calcium ion regulated exocytosis","7/127","161/13966",0.000667176794620073,0.0268257956288117,0.022880842921256,"Chrna4/Pclo/Prkcg/Glra3/Syt1/Htr1a/Syt4",7
"CST<WT","BP","GO:0051954","positive regulation of amine transport","4/127","44/13966",0.000668139368089956,0.0268257956288117,0.022880842921256,"Chrna4/Grin2b/Dpysl2/Syt4",4
"CST<WT","BP","GO:0019932","second-messenger-mediated signaling","10/127","321/13966",0.00069601485880112,0.0268614740664803,0.0229112745527822,"Adgrb3/Atp2b4/Rapgef2/Pclo/Epha5/Ksr2/Grm5/Dyrk2/Ryr2/Gnaq",10
"CST<WT","BP","GO:0001505","regulation of neurotransmitter levels","10/127","322/13966",0.000712871766631394,0.0268614740664803,0.0229112745527822,"Atp2b4/Cd34/Chrna4/Pclo/Prkcg/Glra3/Moxd1/Syt1/Htr1a/Syt4",10
